population,tier,case,p_m,defense_avoided,form,revenue_yr,energy_yr,fixed_yr,premium_yr,residual_el_yr,net_cession_yr,crossover_rent_yr,crossover_rate_tflops_hr,obs_over_crossover
smb,top_5090,case4_new_silicon,0.01,0.0,uninsured,2006.0,773.1,19.75,1.15,0.34,1212.8,793.2,0.00086,2.53
smb,top_5090,case4_new_silicon,0.01,100.0,insured,2006.0,773.1,19.75,1.15,0.0,1312.0,694.0,0.00075,2.89
smb,top_5090,case4_new_silicon,0.01,100.0,uninsured,2006.0,773.1,19.75,1.15,0.34,1312.8,693.2,0.00075,2.89
household,iGPU_today,case1_sameOS,1e-05,0.0,insured,0.0,103.1,8.5,1.28,0.0,-138.5,138.5,0.04079,0.05
household,iGPU_today,case1_sameOS,1e-05,0.0,uninsured,0.0,103.1,8.5,1.28,2.19,-139.4,139.4,0.04106,0.05
household,iGPU_today,case1_sameOS,1e-05,100.0,insured,0.0,103.1,8.5,1.28,0.0,-38.5,38.5,0.01134,0.19
household,iGPU_today,case1_sameOS,1e-05,100.0,uninsured,0.0,103.1,8.5,1.28,2.19,-39.4,39.4,0.01161,0.19
household,iGPU_today,case1_sameOS,0.001,0.0,insured,0.0,103.1,8.5,127.69,0.0,-264.9,264.9,0.07802,0.03
household,iGPU_today,case1_sameOS,0.001,0.0,uninsured,0.0,103.1,8.5,127.69,21.31,-158.5,158.5,0.04669,0.05
household,iGPU_today,case1_sameOS,0.001,100.0,insured,0.0,103.1,8.5,127.69,0.0,-164.9,164.9,0.04857,0.04
household,iGPU_today,case1_sameOS,0.001,100.0,uninsured,0.0,103.1,8.5,127.69,21.31,-58.5,58.5,0.01724,0.13
household,iGPU_today,case1_sameOS,0.01,0.0,insured,0.0,103.1,8.5,1276.92,0.0,-1414.1,1414.1,0.41649,0.01
household,iGPU_today,case1_sameOS,0.01,0.0,uninsured,0.0,103.1,8.5,1276.92,195.13,-332.3,332.3,0.09788,0.02
household,iGPU_today,case1_sameOS,0.01,100.0,insured,0.0,103.1,8.5,1276.92,0.0,-1314.1,1314.1,0.38704,0.01
household,iGPU_today,case1_sameOS,0.01,100.0,uninsured,0.0,103.1,8.5,1276.92,195.13,-232.3,232.3,0.06843,0.03
household,iGPU_today,case2_vm_nic,1e-05,0.0,insured,0.0,103.1,57.75,0.01,0.0,-186.5,186.5,0.05492,0.04
household,iGPU_today,case2_vm_nic,1e-05,0.0,uninsured,0.0,103.1,57.75,0.01,0.02,-186.5,186.5,0.05492,0.04
household,iGPU_today,case2_vm_nic,1e-05,100.0,insured,0.0,103.1,57.75,0.01,0.0,-86.5,86.5,0.02547,0.09
household,iGPU_today,case2_vm_nic,1e-05,100.0,uninsured,0.0,103.1,57.75,0.01,0.02,-86.5,86.5,0.02547,0.09
household,iGPU_today,case2_vm_nic,0.001,0.0,insured,0.0,103.1,57.75,1.28,0.0,-187.7,187.7,0.05529,0.04
household,iGPU_today,case2_vm_nic,0.001,0.0,uninsured,0.0,103.1,57.75,1.28,0.21,-186.7,186.7,0.05498,0.04
household,iGPU_today,case2_vm_nic,0.001,100.0,insured,0.0,103.1,57.75,1.28,0.0,-87.7,87.7,0.02584,0.08
household,iGPU_today,case2_vm_nic,0.001,100.0,uninsured,0.0,103.1,57.75,1.28,0.21,-86.7,86.7,0.02553,0.09
household,iGPU_today,case2_vm_nic,0.01,0.0,insured,0.0,103.1,57.75,12.77,0.0,-199.2,199.2,0.05868,0.04
household,iGPU_today,case2_vm_nic,0.01,0.0,uninsured,0.0,103.1,57.75,12.77,1.95,-188.4,188.4,0.05549,0.04
household,iGPU_today,case2_vm_nic,0.01,100.0,insured,0.0,103.1,57.75,12.77,0.0,-99.2,99.2,0.02923,0.07
household,iGPU_today,case2_vm_nic,0.01,100.0,uninsured,0.0,103.1,57.75,12.77,1.95,-88.4,88.4,0.02604,0.08
household,iGPU_today,case3_hw_partition,1e-05,0.0,insured,0.0,103.1,17.95,0.0,0.0,-146.7,146.7,0.0432,0.05
household,iGPU_today,case3_hw_partition,1e-05,0.0,uninsured,0.0,103.1,17.95,0.0,0.0,-146.7,146.7,0.0432,0.05
household,iGPU_today,case3_hw_partition,1e-05,100.0,insured,0.0,103.1,17.95,0.0,0.0,-46.7,46.7,0.01375,0.16
household,iGPU_today,case3_hw_partition,1e-05,100.0,uninsured,0.0,103.1,17.95,0.0,0.0,-46.7,46.7,0.01375,0.16
household,iGPU_today,case3_hw_partition,0.001,0.0,insured,0.0,103.1,17.95,0.11,0.0,-146.8,146.8,0.04323,0.05
household,iGPU_today,case3_hw_partition,0.001,0.0,uninsured,0.0,103.1,17.95,0.11,0.02,-146.7,146.7,0.0432,0.05
household,iGPU_today,case3_hw_partition,0.001,100.0,insured,0.0,103.1,17.95,0.11,0.0,-46.8,46.8,0.01378,0.16
household,iGPU_today,case3_hw_partition,0.001,100.0,uninsured,0.0,103.1,17.95,0.11,0.02,-46.7,46.7,0.01375,0.16
household,iGPU_today,case3_hw_partition,0.01,0.0,insured,0.0,103.1,17.95,1.15,0.0,-147.8,147.8,0.04353,0.05
household,iGPU_today,case3_hw_partition,0.01,0.0,uninsured,0.0,103.1,17.95,1.15,0.18,-146.8,146.8,0.04325,0.05
household,iGPU_today,case3_hw_partition,0.01,100.0,insured,0.0,103.1,17.95,1.15,0.0,-47.8,47.8,0.01408,0.15
household,iGPU_today,case3_hw_partition,0.01,100.0,uninsured,0.0,103.1,17.95,1.15,0.18,-46.8,46.8,0.0138,0.16
household,iGPU_today,case4_new_silicon,1e-05,0.0,insured,0.0,103.1,19.75,0.0,0.0,-148.5,148.5,0.04373,0.05
household,iGPU_today,case4_new_silicon,1e-05,0.0,uninsured,0.0,103.1,19.75,0.0,0.0,-148.5,148.5,0.04373,0.05
household,iGPU_today,case4_new_silicon,1e-05,100.0,insured,0.0,103.1,19.75,0.0,0.0,-48.5,48.5,0.01428,0.15
household,iGPU_today,case4_new_silicon,1e-05,100.0,uninsured,0.0,103.1,19.75,0.0,0.0,-48.5,48.5,0.01428,0.15
household,iGPU_today,case4_new_silicon,0.001,0.0,insured,0.0,103.1,19.75,0.11,0.0,-148.6,148.6,0.04376,0.05
household,iGPU_today,case4_new_silicon,0.001,0.0,uninsured,0.0,103.1,19.75,0.11,0.02,-148.5,148.5,0.04373,0.05
household,iGPU_today,case4_new_silicon,0.001,100.0,insured,0.0,103.1,19.75,0.11,0.0,-48.6,48.6,0.01431,0.15
household,iGPU_today,case4_new_silicon,0.001,100.0,uninsured,0.0,103.1,19.75,0.11,0.02,-48.5,48.5,0.01428,0.15
household,iGPU_today,case4_new_silicon,0.01,0.0,insured,0.0,103.1,19.75,1.15,0.0,-149.6,149.6,0.04407,0.05
household,iGPU_today,case4_new_silicon,0.01,0.0,uninsured,0.0,103.1,19.75,1.15,0.18,-148.6,148.6,0.04378,0.05
household,iGPU_today,case4_new_silicon,0.01,100.0,insured,0.0,103.1,19.75,1.15,0.0,-49.6,49.6,0.01461,0.15
household,iGPU_today,case4_new_silicon,0.01,100.0,uninsured,0.0,103.1,19.75,1.15,0.18,-48.6,48.6,0.01433,0.15
household,iGPU_fungible_fp32,case1_sameOS,1e-05,0.0,insured,7.4,103.1,8.5,1.28,0.0,-131.1,138.5,0.04079,0.05
household,iGPU_fungible_fp32,case1_sameOS,1e-05,0.0,uninsured,7.4,103.1,8.5,1.28,2.19,-132.0,139.4,0.04106,0.05
household,iGPU_fungible_fp32,case1_sameOS,1e-05,100.0,insured,7.4,103.1,8.5,1.28,0.0,-31.1,38.5,0.01134,0.19
household,iGPU_fungible_fp32,case1_sameOS,1e-05,100.0,uninsured,7.4,103.1,8.5,1.28,2.19,-32.0,39.4,0.01161,0.19
household,iGPU_fungible_fp32,case1_sameOS,0.001,0.0,insured,7.4,103.1,8.5,127.69,0.0,-257.5,264.9,0.07802,0.03
household,iGPU_fungible_fp32,case1_sameOS,0.001,0.0,uninsured,7.4,103.1,8.5,127.69,21.31,-151.1,158.5,0.04669,0.05
household,iGPU_fungible_fp32,case1_sameOS,0.001,100.0,insured,7.4,103.1,8.5,127.69,0.0,-157.5,164.9,0.04857,0.04
household,iGPU_fungible_fp32,case1_sameOS,0.001,100.0,uninsured,7.4,103.1,8.5,127.69,21.31,-51.1,58.5,0.01724,0.13
household,iGPU_fungible_fp32,case1_sameOS,0.01,0.0,insured,7.4,103.1,8.5,1276.92,0.0,-1406.7,1414.1,0.41649,0.01
household,iGPU_fungible_fp32,case1_sameOS,0.01,0.0,uninsured,7.4,103.1,8.5,1276.92,195.13,-324.9,332.3,0.09788,0.02
household,iGPU_fungible_fp32,case1_sameOS,0.01,100.0,insured,7.4,103.1,8.5,1276.92,0.0,-1306.7,1314.1,0.38704,0.01
household,iGPU_fungible_fp32,case1_sameOS,0.01,100.0,uninsured,7.4,103.1,8.5,1276.92,195.13,-224.9,232.3,0.06843,0.03
household,iGPU_fungible_fp32,case2_vm_nic,1e-05,0.0,insured,7.4,103.1,57.75,0.01,0.0,-179.1,186.5,0.05492,0.04
household,iGPU_fungible_fp32,case2_vm_nic,1e-05,0.0,uninsured,7.4,103.1,57.75,0.01,0.02,-179.1,186.5,0.05492,0.04
household,iGPU_fungible_fp32,case2_vm_nic,1e-05,100.0,insured,7.4,103.1,57.75,0.01,0.0,-79.1,86.5,0.02547,0.09
household,iGPU_fungible_fp32,case2_vm_nic,1e-05,100.0,uninsured,7.4,103.1,57.75,0.01,0.02,-79.1,86.5,0.02547,0.09
household,iGPU_fungible_fp32,case2_vm_nic,0.001,0.0,insured,7.4,103.1,57.75,1.28,0.0,-180.3,187.7,0.05529,0.04
household,iGPU_fungible_fp32,case2_vm_nic,0.001,0.0,uninsured,7.4,103.1,57.75,1.28,0.21,-179.3,186.7,0.05498,0.04
household,iGPU_fungible_fp32,case2_vm_nic,0.001,100.0,insured,7.4,103.1,57.75,1.28,0.0,-80.3,87.7,0.02584,0.08
household,iGPU_fungible_fp32,case2_vm_nic,0.001,100.0,uninsured,7.4,103.1,57.75,1.28,0.21,-79.3,86.7,0.02553,0.09
household,iGPU_fungible_fp32,case2_vm_nic,0.01,0.0,insured,7.4,103.1,57.75,12.77,0.0,-191.8,199.2,0.05868,0.04
household,iGPU_fungible_fp32,case2_vm_nic,0.01,0.0,uninsured,7.4,103.1,57.75,12.77,1.95,-181.0,188.4,0.05549,0.04
household,iGPU_fungible_fp32,case2_vm_nic,0.01,100.0,insured,7.4,103.1,57.75,12.77,0.0,-91.8,99.2,0.02923,0.07
household,iGPU_fungible_fp32,case2_vm_nic,0.01,100.0,uninsured,7.4,103.1,57.75,12.77,1.95,-81.0,88.4,0.02604,0.08
household,iGPU_fungible_fp32,case3_hw_partition,1e-05,0.0,insured,7.4,103.1,17.95,0.0,0.0,-139.3,146.7,0.0432,0.05
household,iGPU_fungible_fp32,case3_hw_partition,1e-05,0.0,uninsured,7.4,103.1,17.95,0.0,0.0,-139.3,146.7,0.0432,0.05
household,iGPU_fungible_fp32,case3_hw_partition,1e-05,100.0,insured,7.4,103.1,17.95,0.0,0.0,-39.3,46.7,0.01375,0.16
household,iGPU_fungible_fp32,case3_hw_partition,1e-05,100.0,uninsured,7.4,103.1,17.95,0.0,0.0,-39.3,46.7,0.01375,0.16
household,iGPU_fungible_fp32,case3_hw_partition,0.001,0.0,insured,7.4,103.1,17.95,0.11,0.0,-139.4,146.8,0.04323,0.05
household,iGPU_fungible_fp32,case3_hw_partition,0.001,0.0,uninsured,7.4,103.1,17.95,0.11,0.02,-139.3,146.7,0.0432,0.05
household,iGPU_fungible_fp32,case3_hw_partition,0.001,100.0,insured,7.4,103.1,17.95,0.11,0.0,-39.4,46.8,0.01378,0.16
household,iGPU_fungible_fp32,case3_hw_partition,0.001,100.0,uninsured,7.4,103.1,17.95,0.11,0.02,-39.3,46.7,0.01375,0.16
household,iGPU_fungible_fp32,case3_hw_partition,0.01,0.0,insured,7.4,103.1,17.95,1.15,0.0,-140.4,147.8,0.04353,0.05
household,iGPU_fungible_fp32,case3_hw_partition,0.01,0.0,uninsured,7.4,103.1,17.95,1.15,0.18,-139.4,146.8,0.04325,0.05
household,iGPU_fungible_fp32,case3_hw_partition,0.01,100.0,insured,7.4,103.1,17.95,1.15,0.0,-40.4,47.8,0.01408,0.15
household,iGPU_fungible_fp32,case3_hw_partition,0.01,100.0,uninsured,7.4,103.1,17.95,1.15,0.18,-39.4,46.8,0.0138,0.16
household,iGPU_fungible_fp32,case4_new_silicon,1e-05,0.0,insured,7.4,103.1,19.75,0.0,0.0,-141.1,148.5,0.04373,0.05
household,iGPU_fungible_fp32,case4_new_silicon,1e-05,0.0,uninsured,7.4,103.1,19.75,0.0,0.0,-141.1,148.5,0.04373,0.05
household,iGPU_fungible_fp32,case4_new_silicon,1e-05,100.0,insured,7.4,103.1,19.75,0.0,0.0,-41.1,48.5,0.01428,0.15
household,iGPU_fungible_fp32,case4_new_silicon,1e-05,100.0,uninsured,7.4,103.1,19.75,0.0,0.0,-41.1,48.5,0.01428,0.15
household,iGPU_fungible_fp32,case4_new_silicon,0.001,0.0,insured,7.4,103.1,19.75,0.11,0.0,-141.2,148.6,0.04376,0.05
household,iGPU_fungible_fp32,case4_new_silicon,0.001,0.0,uninsured,7.4,103.1,19.75,0.11,0.02,-141.1,148.5,0.04373,0.05
household,iGPU_fungible_fp32,case4_new_silicon,0.001,100.0,insured,7.4,103.1,19.75,0.11,0.0,-41.2,48.6,0.01431,0.15
household,iGPU_fungible_fp32,case4_new_silicon,0.001,100.0,uninsured,7.4,103.1,19.75,0.11,0.02,-41.1,48.5,0.01428,0.15
household,iGPU_fungible_fp32,case4_new_silicon,0.01,0.0,insured,7.4,103.1,19.75,1.15,0.0,-142.2,149.6,0.04407,0.05
household,iGPU_fungible_fp32,case4_new_silicon,0.01,0.0,uninsured,7.4,103.1,19.75,1.15,0.18,-141.2,148.6,0.04378,0.05
household,iGPU_fungible_fp32,case4_new_silicon,0.01,100.0,insured,7.4,103.1,19.75,1.15,0.0,-42.2,49.6,0.01461,0.15
household,iGPU_fungible_fp32,case4_new_silicon,0.01,100.0,uninsured,7.4,103.1,19.75,1.15,0.18,-41.2,48.6,0.01433,0.15
household,entry_1660_2060,case1_sameOS,1e-05,0.0,insured,123.0,372.8,8.5,1.28,0.0,-285.2,408.2,0.00647,0.34
household,entry_1660_2060,case1_sameOS,1e-05,0.0,uninsured,123.0,372.8,8.5,1.28,2.19,-286.1,409.1,0.00649,0.34
household,entry_1660_2060,case1_sameOS,1e-05,100.0,insured,123.0,372.8,8.5,1.28,0.0,-185.2,308.2,0.00489,0.45
household,entry_1660_2060,case1_sameOS,1e-05,100.0,uninsured,123.0,372.8,8.5,1.28,2.19,-186.1,309.1,0.0049,0.44
household,entry_1660_2060,case1_sameOS,0.001,0.0,insured,123.0,372.8,8.5,127.69,0.0,-411.6,534.6,0.00848,0.26
household,entry_1660_2060,case1_sameOS,0.001,0.0,uninsured,123.0,372.8,8.5,127.69,21.31,-305.2,428.2,0.00679,0.32
household,entry_1660_2060,case1_sameOS,0.001,100.0,insured,123.0,372.8,8.5,127.69,0.0,-311.6,434.6,0.00689,0.32
household,entry_1660_2060,case1_sameOS,0.001,100.0,uninsured,123.0,372.8,8.5,127.69,21.31,-205.2,328.2,0.0052,0.42
household,entry_1660_2060,case1_sameOS,0.01,0.0,insured,123.0,372.8,8.5,1276.92,0.0,-1560.8,1683.8,0.0267,0.08
household,entry_1660_2060,case1_sameOS,0.01,0.0,uninsured,123.0,372.8,8.5,1276.92,195.13,-479.0,602.0,0.00955,0.23
household,entry_1660_2060,case1_sameOS,0.01,100.0,insured,123.0,372.8,8.5,1276.92,0.0,-1460.8,1583.8,0.02511,0.09
household,entry_1660_2060,case1_sameOS,0.01,100.0,uninsured,123.0,372.8,8.5,1276.92,195.13,-379.0,502.0,0.00796,0.27
household,entry_1660_2060,case2_vm_nic,1e-05,0.0,insured,123.0,372.8,57.75,0.01,0.0,-333.2,456.2,0.00723,0.3
household,entry_1660_2060,case2_vm_nic,1e-05,0.0,uninsured,123.0,372.8,57.75,0.01,0.02,-333.2,456.2,0.00723,0.3
household,entry_1660_2060,case2_vm_nic,1e-05,100.0,insured,123.0,372.8,57.75,0.01,0.0,-233.2,356.2,0.00565,0.39
household,entry_1660_2060,case2_vm_nic,1e-05,100.0,uninsured,123.0,372.8,57.75,0.01,0.02,-233.2,356.2,0.00565,0.39
household,entry_1660_2060,case2_vm_nic,0.001,0.0,insured,123.0,372.8,57.75,1.28,0.0,-334.4,457.4,0.00725,0.3
household,entry_1660_2060,case2_vm_nic,0.001,0.0,uninsured,123.0,372.8,57.75,1.28,0.21,-333.4,456.4,0.00724,0.3
household,entry_1660_2060,case2_vm_nic,0.001,100.0,insured,123.0,372.8,57.75,1.28,0.0,-234.4,357.4,0.00567,0.38
household,entry_1660_2060,case2_vm_nic,0.001,100.0,uninsured,123.0,372.8,57.75,1.28,0.21,-233.4,356.4,0.00565,0.39
household,entry_1660_2060,case2_vm_nic,0.01,0.0,insured,123.0,372.8,57.75,12.77,0.0,-345.9,468.9,0.00743,0.29
household,entry_1660_2060,case2_vm_nic,0.01,0.0,uninsured,123.0,372.8,57.75,12.77,1.95,-335.1,458.1,0.00726,0.3
household,entry_1660_2060,case2_vm_nic,0.01,100.0,insured,123.0,372.8,57.75,12.77,0.0,-245.9,368.9,0.00585,0.37
household,entry_1660_2060,case2_vm_nic,0.01,100.0,uninsured,123.0,372.8,57.75,12.77,1.95,-235.1,358.1,0.00568,0.38
household,entry_1660_2060,case3_hw_partition,1e-05,0.0,insured,123.0,372.8,17.95,0.0,0.0,-293.4,416.4,0.0066,0.33
household,entry_1660_2060,case3_hw_partition,1e-05,0.0,uninsured,123.0,372.8,17.95,0.0,0.0,-293.4,416.4,0.0066,0.33
household,entry_1660_2060,case3_hw_partition,1e-05,100.0,insured,123.0,372.8,17.95,0.0,0.0,-193.4,316.4,0.00502,0.43
household,entry_1660_2060,case3_hw_partition,1e-05,100.0,uninsured,123.0,372.8,17.95,0.0,0.0,-193.4,316.4,0.00502,0.43
household,entry_1660_2060,case3_hw_partition,0.001,0.0,insured,123.0,372.8,17.95,0.11,0.0,-293.5,416.5,0.0066,0.33
household,entry_1660_2060,case3_hw_partition,0.001,0.0,uninsured,123.0,372.8,17.95,0.11,0.02,-293.4,416.4,0.0066,0.33
household,entry_1660_2060,case3_hw_partition,0.001,100.0,insured,123.0,372.8,17.95,0.11,0.0,-193.5,316.5,0.00502,0.43
household,entry_1660_2060,case3_hw_partition,0.001,100.0,uninsured,123.0,372.8,17.95,0.11,0.02,-193.4,316.4,0.00502,0.43
household,entry_1660_2060,case3_hw_partition,0.01,0.0,insured,123.0,372.8,17.95,1.15,0.0,-294.5,417.5,0.00662,0.33
household,entry_1660_2060,case3_hw_partition,0.01,0.0,uninsured,123.0,372.8,17.95,1.15,0.18,-293.5,416.5,0.0066,0.33
household,entry_1660_2060,case3_hw_partition,0.01,100.0,insured,123.0,372.8,17.95,1.15,0.0,-194.5,317.5,0.00503,0.43
household,entry_1660_2060,case3_hw_partition,0.01,100.0,uninsured,123.0,372.8,17.95,1.15,0.18,-193.5,316.5,0.00502,0.43
household,entry_1660_2060,case4_new_silicon,1e-05,0.0,insured,123.0,372.8,19.75,0.0,0.0,-295.2,418.2,0.00663,0.33
household,entry_1660_2060,case4_new_silicon,1e-05,0.0,uninsured,123.0,372.8,19.75,0.0,0.0,-295.2,418.2,0.00663,0.33
household,entry_1660_2060,case4_new_silicon,1e-05,100.0,insured,123.0,372.8,19.75,0.0,0.0,-195.2,318.2,0.00504,0.43
household,entry_1660_2060,case4_new_silicon,1e-05,100.0,uninsured,123.0,372.8,19.75,0.0,0.0,-195.2,318.2,0.00504,0.43
household,entry_1660_2060,case4_new_silicon,0.001,0.0,insured,123.0,372.8,19.75,0.11,0.0,-295.3,418.3,0.00663,0.33
household,entry_1660_2060,case4_new_silicon,0.001,0.0,uninsured,123.0,372.8,19.75,0.11,0.02,-295.2,418.2,0.00663,0.33
household,entry_1660_2060,case4_new_silicon,0.001,100.0,insured,123.0,372.8,19.75,0.11,0.0,-195.3,318.3,0.00505,0.43
household,entry_1660_2060,case4_new_silicon,0.001,100.0,uninsured,123.0,372.8,19.75,0.11,0.02,-195.2,318.2,0.00504,0.43
household,entry_1660_2060,case4_new_silicon,0.01,0.0,insured,123.0,372.8,19.75,1.15,0.0,-296.3,419.3,0.00665,0.33
household,entry_1660_2060,case4_new_silicon,0.01,0.0,uninsured,123.0,372.8,19.75,1.15,0.18,-295.3,418.3,0.00663,0.33
household,entry_1660_2060,case4_new_silicon,0.01,100.0,insured,123.0,372.8,19.75,1.15,0.0,-196.3,319.3,0.00506,0.43
household,entry_1660_2060,case4_new_silicon,0.01,100.0,uninsured,123.0,372.8,19.75,1.15,0.18,-195.3,318.3,0.00505,0.43
household,mid_3090,case1_sameOS,1e-05,0.0,insured,596.0,658.4,8.5,1.28,0.0,-97.7,693.7,0.00222,0.98
household,mid_3090,case1_sameOS,1e-05,0.0,uninsured,596.0,658.4,8.5,1.28,2.19,-98.7,694.7,0.00223,0.98
household,mid_3090,case1_sameOS,1e-05,100.0,insured,596.0,658.4,8.5,1.28,0.0,2.3,593.7,0.0019,1.15
household,mid_3090,case1_sameOS,1e-05,100.0,uninsured,596.0,658.4,8.5,1.28,2.19,1.3,594.7,0.00191,1.14
household,mid_3090,case1_sameOS,0.001,0.0,insured,596.0,658.4,8.5,127.69,0.0,-224.2,820.2,0.00263,0.83
household,mid_3090,case1_sameOS,0.001,0.0,uninsured,596.0,658.4,8.5,127.69,21.31,-117.8,713.8,0.00229,0.95
household,mid_3090,case1_sameOS,0.001,100.0,insured,596.0,658.4,8.5,127.69,0.0,-124.2,720.2,0.00231,0.94
household,mid_3090,case1_sameOS,0.001,100.0,uninsured,596.0,658.4,8.5,127.69,21.31,-17.8,613.8,0.00197,1.11
household,mid_3090,case1_sameOS,0.01,0.0,insured,596.0,658.4,8.5,1276.92,0.0,-1373.4,1969.4,0.00632,0.35
household,mid_3090,case1_sameOS,0.01,0.0,uninsured,596.0,658.4,8.5,1276.92,195.13,-291.6,887.6,0.00285,0.77
household,mid_3090,case1_sameOS,0.01,100.0,insured,596.0,658.4,8.5,1276.92,0.0,-1273.4,1869.4,0.00599,0.36
household,mid_3090,case1_sameOS,0.01,100.0,uninsured,596.0,658.4,8.5,1276.92,195.13,-191.6,787.6,0.00253,0.86
household,mid_3090,case2_vm_nic,1e-05,0.0,insured,596.0,658.4,57.75,0.01,0.0,-145.7,741.7,0.00238,0.92
household,mid_3090,case2_vm_nic,1e-05,0.0,uninsured,596.0,658.4,57.75,0.01,0.02,-145.7,741.7,0.00238,0.92
household,mid_3090,case2_vm_nic,1e-05,100.0,insured,596.0,658.4,57.75,0.01,0.0,-45.7,641.7,0.00206,1.06
household,mid_3090,case2_vm_nic,1e-05,100.0,uninsured,596.0,658.4,57.75,0.01,0.02,-45.7,641.7,0.00206,1.06
household,mid_3090,case2_vm_nic,0.001,0.0,insured,596.0,658.4,57.75,1.28,0.0,-147.0,743.0,0.00238,0.92
household,mid_3090,case2_vm_nic,0.001,0.0,uninsured,596.0,658.4,57.75,1.28,0.21,-145.9,741.9,0.00238,0.92
household,mid_3090,case2_vm_nic,0.001,100.0,insured,596.0,658.4,57.75,1.28,0.0,-47.0,643.0,0.00206,1.06
household,mid_3090,case2_vm_nic,0.001,100.0,uninsured,596.0,658.4,57.75,1.28,0.21,-45.9,641.9,0.00206,1.06
household,mid_3090,case2_vm_nic,0.01,0.0,insured,596.0,658.4,57.75,12.77,0.0,-158.5,754.5,0.00242,0.9
household,mid_3090,case2_vm_nic,0.01,0.0,uninsured,596.0,658.4,57.75,12.77,1.95,-147.7,743.7,0.00238,0.91
household,mid_3090,case2_vm_nic,0.01,100.0,insured,596.0,658.4,57.75,12.77,0.0,-58.5,654.5,0.0021,1.04
household,mid_3090,case2_vm_nic,0.01,100.0,uninsured,596.0,658.4,57.75,12.77,1.95,-47.7,643.7,0.00206,1.06
household,mid_3090,case3_hw_partition,1e-05,0.0,insured,596.0,658.4,17.95,0.0,0.0,-105.9,701.9,0.00225,0.97
household,mid_3090,case3_hw_partition,1e-05,0.0,uninsured,596.0,658.4,17.95,0.0,0.0,-105.9,701.9,0.00225,0.97
household,mid_3090,case3_hw_partition,1e-05,100.0,insured,596.0,658.4,17.95,0.0,0.0,-5.9,601.9,0.00193,1.13
household,mid_3090,case3_hw_partition,1e-05,100.0,uninsured,596.0,658.4,17.95,0.0,0.0,-5.9,601.9,0.00193,1.13
household,mid_3090,case3_hw_partition,0.001,0.0,insured,596.0,658.4,17.95,0.11,0.0,-106.0,702.0,0.00225,0.97
household,mid_3090,case3_hw_partition,0.001,0.0,uninsured,596.0,658.4,17.95,0.11,0.02,-105.9,701.9,0.00225,0.97
household,mid_3090,case3_hw_partition,0.001,100.0,insured,596.0,658.4,17.95,0.11,0.0,-6.0,602.0,0.00193,1.13
household,mid_3090,case3_hw_partition,0.001,100.0,uninsured,596.0,658.4,17.95,0.11,0.02,-5.9,601.9,0.00193,1.13
household,mid_3090,case3_hw_partition,0.01,0.0,insured,596.0,658.4,17.95,1.15,0.0,-107.1,703.1,0.00225,0.97
household,mid_3090,case3_hw_partition,0.01,0.0,uninsured,596.0,658.4,17.95,1.15,0.18,-106.1,702.1,0.00225,0.97
household,mid_3090,case3_hw_partition,0.01,100.0,insured,596.0,658.4,17.95,1.15,0.0,-7.1,603.1,0.00193,1.13
household,mid_3090,case3_hw_partition,0.01,100.0,uninsured,596.0,658.4,17.95,1.15,0.18,-6.1,602.1,0.00193,1.13
household,mid_3090,case4_new_silicon,1e-05,0.0,insured,596.0,658.4,19.75,0.0,0.0,-107.7,703.7,0.00226,0.97
household,mid_3090,case4_new_silicon,1e-05,0.0,uninsured,596.0,658.4,19.75,0.0,0.0,-107.7,703.7,0.00226,0.97
household,mid_3090,case4_new_silicon,1e-05,100.0,insured,596.0,658.4,19.75,0.0,0.0,-7.7,603.7,0.00194,1.13
household,mid_3090,case4_new_silicon,1e-05,100.0,uninsured,596.0,658.4,19.75,0.0,0.0,-7.7,603.7,0.00194,1.13
household,mid_3090,case4_new_silicon,0.001,0.0,insured,596.0,658.4,19.75,0.11,0.0,-107.8,703.8,0.00226,0.97
household,mid_3090,case4_new_silicon,0.001,0.0,uninsured,596.0,658.4,19.75,0.11,0.02,-107.7,703.7,0.00226,0.97
household,mid_3090,case4_new_silicon,0.001,100.0,insured,596.0,658.4,19.75,0.11,0.0,-7.8,603.8,0.00194,1.13
household,mid_3090,case4_new_silicon,0.001,100.0,uninsured,596.0,658.4,19.75,0.11,0.02,-7.7,603.7,0.00194,1.13
household,mid_3090,case4_new_silicon,0.01,0.0,insured,596.0,658.4,19.75,1.15,0.0,-108.9,704.9,0.00226,0.96
household,mid_3090,case4_new_silicon,0.01,0.0,uninsured,596.0,658.4,19.75,1.15,0.18,-107.9,703.9,0.00226,0.97
household,mid_3090,case4_new_silicon,0.01,100.0,insured,596.0,658.4,19.75,1.15,0.0,-8.9,604.9,0.00194,1.12
household,mid_3090,case4_new_silicon,0.01,100.0,uninsured,596.0,658.4,19.75,1.15,0.18,-7.9,603.9,0.00194,1.13
household,high_4090,case1_sameOS,1e-05,0.0,insured,1577.0,817.0,8.5,1.28,0.0,724.6,852.4,0.00118,1.85
household,high_4090,case1_sameOS,1e-05,0.0,uninsured,1577.0,817.0,8.5,1.28,2.19,723.7,853.3,0.00118,1.85
household,high_4090,case1_sameOS,1e-05,100.0,insured,1577.0,817.0,8.5,1.28,0.0,824.6,752.4,0.00104,2.1
