seg,stratum,p3,p4,p3_frac_ai,p4_frac_ai,changed
nb_2026-03-18#t2047w1,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-03-18#t2051w0,B-decile-1,Human,Human,0.0,0.0,0
nb_2026-03-18#t2064w0,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-03-18#t2097w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-18#t2107w0,B-decile-9,Human,Human,0.0,0.0,0
nb_2026-03-18#t2129w0,A-consensus-2025,Human,Human,0.0,0.0,0
nb_2026-03-18#t2135w12,B-decile-1,AI,AI,1.0,0.8071766495704651,0
nb_2026-03-19#t2136w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-20#t2140w0,A3-fused,Human,Human,0.0,0.0,0
nb_2026-03-20#t2144w0,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-03-20#t2159w0,A4-speaker,Human,Human,0.0,0.0,0
nb_2026-03-20#t2162w0,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-03-20#t2201w0,B-decile-2,AI,AI,1.0,1.0,0
nb_2026-03-20#t2229w0,A6-lexicon,Human,AI,0.0,1.0,1
nb_2026-03-20#t2229w1,B-decile-5,Human,Mixed,0.0,0.413600891828537,1
nb_2026-03-24#t2246w0,B-decile-0,Human,Human,0.0,0.0,0
nb_2026-03-24#t2305w3,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-03-24#t2307w2,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-24#t2311w0,B-decile-6,Human,Human,0.0,0.0,0
nb_2026-03-24#t2318w10,B-decile-3,Human,Human,0.0,0.0,0
nb_2026-03-24#t2318w3,B-decile-3,Human,Human,0.0,0.0,0
nb_2026-03-24#t2320w1,B-decile-5,Human,Human,0.0,0.0,0
nb_2026-03-24#t2321w2,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-24#t2322w4,A2-fastdetect-tail,Human,Human,0.0,0.0,0
nb_2026-03-24#t2322w8,B-decile-4,Human,Human,0.0,0.0,0
nb_2026-03-24#t2322w9,B-decile-3,Human,Human,0.0,0.0,0
nb_2026-03-24#t2323w3,B-decile-2,Human,Mixed,0.0,0.1505376398563385,1
nb_2026-03-24#t2327w3,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-24#t2329w0,B-decile-7,Human,Human,0.0,0.0,0
nb_2026-03-25#t2343w0,A6-lexicon,Human,Mixed,0.0,0.44290289282798767,1
nb_2026-03-25#t2346w0,B-decile-3,AI,AI,1.0,1.0,0
nb_2026-03-25#t2350w0,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-03-25#t2355w0,A4-speaker,Human,Human,0.0,0.0,0
nb_2026-03-25#t2363w0,B-decile-6,Human,Human,0.0,0.0,0
nb_2026-03-25#t2368w0,B-decile-0,Human,Human,0.0,0.0,0
nb_2026-03-25#t2389w0,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-03-25#t2403w0,B-decile-5,Human,Human,0.0,0.0,0
nb_2026-03-25#t2412w0,B-decile-7,Human,Human,0.0,0.0,0
nb_2026-03-25#t2418w7,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-25#t2431w0,B-decile-4,Human,Human,0.0,0.0,0
nb_2026-03-25#t2442w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-25#t2449w0,B-decile-5,Human,Human,0.0,0.0,0
nb_2026-03-25#t2453w3,B-decile-3,Human,Mixed,0.0,0.4791524410247803,1
nb_2026-03-25#t2454w4,A4-speaker,Human,Human,0.0,0.0,0
nb_2026-03-26#t2462w0,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-03-26#t2472w0,B-decile-3,Human,Human,0.0,0.0,0
nb_2026-03-26#t2495w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-03-26#t2519w0,B-decile-0,Human,Human,0.0,0.0,0
nb_2026-03-26#t2533w0,A7-speech-llr,Human,AI,0.0,1.0,1
nb_2026-03-26#t2545w3,A-consensus-2025,Human,Human,0.0,0.0,0
nb_2026-03-26#t2551w0,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-03-26#t2552w4,A2-fastdetect-tail,Human,Human,0.0,0.0,0
nb_2026-03-26#t2554w4,B-decile-6,Human,Human,0.0,0.0,0
nb_2026-05-05#t2572w0,A6-lexicon,Human,AI,0.0,1.0,1
nb_2026-05-05#t2576w0,A4-speaker,Human,AI,0.0,1.0,1
nb_2026-05-05#t2580w0,A3-fused,Human,AI,0.0,1.0,1
nb_2026-05-05#t2582w0,B-decile-0,Human,AI,0.0,1.0,1
nb_2026-05-05#t2605w0,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-05-05#t2615w0,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-05-05#t2616w0,B-decile-9,Human,Human,0.0,0.0,0
nb_2026-05-06#t2644w0,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-05-06#t2648w0,A5-tail-union,Human,AI,0.0,1.0,1
nb_2026-05-06#t2666w0,B-decile-9,Human,Human,0.0,0.0,0
nb_2026-05-06#t2693w0,B-decile-9,Human,Human,0.0,0.0,0
nb_2026-05-06#t2695w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-06#t2699w0,B-decile-0,Mixed,AI,0.0,1.0,1
nb_2026-05-06#t2700w0,B-decile-7,Human,AI,0.0,0.8390804529190063,1
nb_2026-05-06#t2703w0,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-05-06#t2732w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-06#t2742w1,B-decile-6,AI,AI,1.0,1.0,0
nb_2026-05-07#t2771w0,B-decile-4,Human,Human,0.0,0.0,0
nb_2026-05-07#t2790w0,B-decile-4,Human,Human,0.0,0.0,0
nb_2026-05-07#t2830w5,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-05-07#t2832w1,B-decile-8,Human,Human,0.0,0.0,0
nb_2026-05-07#t2847w1,B-decile-5,Human,Human,0.0,0.0,0
nb_2026-05-07#t2862w0,B-decile-0,Human,Human,0.0,0.0,0
nb_2026-05-07#t2871w3,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-05-07#t2871w4,A6-lexicon,AI,AI,1.0,1.0,0
nb_2026-05-07#t2871w5,A5-tail-union,Human,Mixed,0.0,0.39267677068710327,1
nb_2026-05-08#t2891w0,B-decile-1,Human,Mixed,0.0,0.5494339466094971,1
nb_2026-05-08#t2909w0,A4-speaker,Human,AI,0.0,1.0,1
nb_2026-05-08#t2948w0,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-05-08#t2962w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-08#t2968w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-08#t2976w0,B-decile-1,Human,Human,0.0,0.0,0
nb_2026-05-08#t2991w0,A2-fastdetect-tail,Human,Human,0.0,0.0,0
nb_2026-05-08#t2992w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-13#t2998w0,A-consensus-2025,AI,Mixed,1.0,0.23961469531059265,1
nb_2026-05-13#t3056w0,B-decile-6,Human,Human,0.0,0.0,0
nb_2026-05-13#t3057w0,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-05-13#t3058w0,A-consensus-2025,AI,AI,1.0,1.0,0
nb_2026-05-13#t3063w0,A-consensus-2025,Mixed,Mixed,0.0,0.5407202243804932,0
nb_2026-05-13#t3072w1,B-decile-7,AI,AI,1.0,1.0,0
nb_2026-05-13#t3076w2,B-decile-8,AI,AI,1.0,1.0,0
nb_2026-05-13#t3081w0,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-13#t3084w0,B-decile-4,Human,Human,0.0,0.0,0
nb_2026-05-13#t3087w1,B-decile-9,Human,Human,0.0,0.0,0
nb_2026-05-13#t3095w5,A5-tail-union,Human,Human,0.0,0.0,0
nb_2026-05-14#t3100w0,A7-speech-llr,Human,Mixed,0.0,0.32083332538604736,1
nb_2026-05-14#t3111w0,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-05-14#t3160w0,A5-tail-union,AI,AI,1.0,1.0,0
nb_2026-05-14#t3166w1,B-decile-4,Human,AI,0.0,1.0,1
nb_2026-05-14#t3170w0,B-decile-4,Human,Human,0.0,0.0,0
nb_2026-05-14#t3171w0,B-decile-3,Human,Mixed,0.0,0.2578125,1
nb_2026-05-14#t3199w2,A6-lexicon,AI,AI,1.0,1.0,0
nb_SE#debate_response:Bill 23 and the integrity of:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:Diwali celebrations in New B:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:National Police Week and com:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:addiction treatment and ment:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:school bus breakdowns and st:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:thanking firefighters after :0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:the 2026-27 capital budget o:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:the Mactaquac dam refurbishm:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:the Nursing Home Without Wal:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#debate_response:the property assessment free:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:Bill 23 and the integrity of:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:Diwali celebrations in New B:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:National Police Week and com:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:addiction treatment and ment:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:school bus breakdowns and st:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:thanking firefighters after :0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:the 2026-27 capital budget o:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:the Mactaquac dam refurbishm:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:the Nursing Home Without Wal:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#members_statement:the property assessment free:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:Bill 23 and the integrity of:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:Diwali celebrations in New B:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:National Police Week and com:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:addiction treatment and ment:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:school bus breakdowns and st:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:thanking firefighters after :0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:the 2026-27 capital budget o:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:the Mactaquac dam refurbishm:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:the Nursing Home Without Wal:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#ministers_statement:the property assessment free:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:Bill 23 and the integrity of:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:Diwali celebrations in New B:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:National Police Week and com:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:addiction treatment and ment:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:school bus breakdowns and st:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:thanking firefighters after :0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:the 2026-27 capital budget o:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:the Mactaquac dam refurbishm:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:the Nursing Home Without Wal:0,D-synthetic-se,AI,AI,1.0,1.0,0
nb_SE#qp_question:the property assessment free:0,D-synthetic-se,AI,AI,1.0,1.0,0
