turn_id,date,speaker,n_words,lex_hits,llr,flag05,flag01
2022-10-11#t8434,2022-10-11,Ms. Thériault,137,0,-1.361,False,False
2022-10-11#t8435,2022-10-11,Mr. Wetmore,137,0,-1.361,False,False
2022-10-11#t8443,2022-10-11,Mr. Coon,137,0,-1.361,False,False
2022-10-28#t8696,2022-10-28,Mrs. F. Landry,137,0,-1.361,False,False
2022-10-28#t8700,2022-10-28,Mr. Bourque,137,0,-1.361,False,False
2022-11-16#t9286,2022-11-16,Mr. K. Arseneau,137,0,-1.361,False,False
2022-11-23#t9696,2022-11-23,Mr. Coon,137,0,-1.361,False,False
2022-12-08#t10228,2022-12-08,Hon. Mr. Hogan,137,0,-1.361,False,False
2022-12-08#t10234,2022-12-08,Mrs. F. Landry,137,0,-1.361,False,False
2022-12-14#t10532,2022-12-14,Hon. Mr. Crossman,137,0,-1.361,False,False
2022-12-14#t10539,2022-12-14,Mr. Cullins,137,0,-1.361,False,False
2022-12-14#t10553,2022-12-14,Mr. Gauvin,137,0,-1.361,False,False
2023-03-24#t11004,2023-03-24,Mr. K. Arseneau,137,0,-1.361,False,False
2023-05-10#t11542,2023-05-10,Mr. Turner,137,0,-1.361,False,False
2023-05-12#t11795,2023-05-12,Mr. Coon,137,0,-1.361,False,False
2023-05-17#t11952,2023-05-17,Hon. Mr. Hogan,137,0,-1.361,False,False
2023-05-19#t12215,2023-05-19,Mr. Ames,137,0,-1.361,False,False
2023-05-19#t12234,2023-05-19,Hon. Mr. Carr,137,0,-1.361,False,False
2023-06-08#t12493,2023-06-08,Hon. Mr. Hogan,137,0,-1.361,False,False
2023-06-14#t12750,2023-06-14,Mr. Losier,137,0,-1.361,False,False
2023-06-14#t12810,2023-06-14,Hon. Ms. Scott-Wallace,137,0,-1.361,False,False
2023-06-15#t12959,2023-06-15,Mrs. Conroy,137,0,-1.361,False,False
2023-06-16#t12986,2023-06-16,Hon. Mr. Fitch,137,0,-1.361,False,False
2023-06-16#t13009,2023-06-16,Hon. Mr. Fitch,137,0,-1.361,False,False
2023-10-25#t13377,2023-10-25,Hon. Mr. Steeves,137,0,-1.361,False,False
2023-11-01#t13687,2023-11-01,Ms. Conroy,137,0,-1.361,False,False
2023-11-03#t13985,2023-11-03,Mr. K. Chiasson,137,0,-1.361,False,False
2023-11-21#t14064,2023-11-21,Ms. Landry,137,0,-1.361,False,False
2023-12-07#t15113,2023-12-07,Mr. M. LeBlanc,137,0,-1.361,False,False
2023-12-12#t15315,2023-12-12,Hon. Mr. Hogan,137,0,-1.361,False,False
2023-12-12#t15332,2023-12-12,Hon. Mr. Higgs,137,0,-1.361,False,False
2024-03-26#t15768,2024-03-26,Hon. Mr. Fitch,137,0,-1.361,False,False
2024-03-27#t15877,2024-03-27,Hon. Ms. Green,137,0,-1.361,False,False
2024-03-28#t15994,2024-03-28,Mr. C. Chiasson,137,0,-1.361,False,False
2024-05-10#t16504,2024-05-10,Hon. Mr. Hogan,137,0,-1.361,False,False
2024-05-15#t16658,2024-05-15,Ms. Holt,137,0,-1.361,False,False
2024-05-16#t16747,2024-05-16,Ms. Landry,137,0,-1.361,False,False
2024-05-17#t16905,2024-05-17,Hon. Mr. Turner,137,0,-1.361,False,False
2024-05-28#t16965,2024-05-28,Mr. Allain,137,0,-1.361,False,False
2024-05-28#t16971,2024-05-28,Mr. Cullins,137,0,-1.361,False,False
2024-05-30#t17168,2024-05-30,Ms. Holt,137,0,-1.361,False,False
2024-05-31#t17282,2024-05-31,Ms. Holt,137,0,-1.361,False,False
2024-06-06#t17552,2024-06-06,Ms. Conroy,137,0,-1.361,False,False
2024-06-06#t17558,2024-06-06,Hon. Ms. Green,137,0,-1.361,False,False
2025-10-22#t67,2025-10-22,Hon. Mr. Legacy,138,0,-1.371,False,False
2025-10-28#t198,2025-10-28,Mr. Cullins,138,0,-1.371,False,False
2025-10-29#t357,2025-10-29,Hon. Mr. LePage,138,0,-1.371,False,False
2025-11-04#t555,2025-11-04,Mr. Russell,138,0,-1.371,False,False
2025-11-04#t570,2025-11-04,Mr. Savoie,138,0,-1.371,False,False
2025-11-05#t640,2025-11-05,Mr. Savoie,138,0,-1.371,False,False
2025-11-06#t758,2025-11-06,Hon. Mr. Legacy,138,0,-1.371,False,False
2025-11-06#t780,2025-11-06,Hon. Mr. Hickey,138,0,-1.371,False,False
2025-11-18#t953,2025-11-18,Hon. Ms. Holt,138,0,-1.371,False,False
2025-11-19#t1067,2025-11-19,Hon. Mr. McKee,138,0,-1.371,False,False
2025-11-20#t1108,2025-11-20,Mr. Russell,138,0,-1.371,False,False
2025-11-20#t1140,2025-11-20,Hon. Mr. Dornan,138,0,-1.371,False,False
2025-11-21#t1275,2025-11-21,Mr. Savoie,138,0,-1.371,False,False
2025-12-04#t1480,2025-12-04,Mr. Monahan,138,0,-1.371,False,False
2025-12-05#t1567,2025-12-05,Mr. J. LeBlanc,138,0,-1.371,False,False
2025-12-09#t1639,2025-12-09,Mr. Robichaud,138,0,-1.371,False,False
2025-12-09#t1641,2025-12-09,Ms. Sodhi,138,0,-1.371,False,False
2026-03-20#t2160,2026-03-20,Mr. Austin,138,0,-1.371,False,False
2026-03-24#t2261,2026-03-24,Mr. Mallet,138,0,-1.371,False,False
2026-03-24#t2268,2026-03-24,Hon. Mr. Finnigan,138,0,-1.371,False,False
2026-03-24#t2284,2026-03-24,Hon. K. Chiasson,138,0,-1.371,False,False
2026-03-25#t2356,2026-03-25,Mr. Monahan,138,0,-1.371,False,False
2026-05-07#t2777,2026-05-07,Ms. Scott-Wallace,138,0,-1.371,False,False
2026-05-07#t2875,2026-05-07,Mr. Doucet,138,0,-1.371,False,False
2026-05-13#t3039,2026-05-13,Hon. Mr. Dornan,138,0,-1.371,False,False
2026-05-13#t3067,2026-05-13,Hon. Mr. Herron,138,0,-1.371,False,False
2026-05-14#t3116,2026-05-14,Mr. Monahan,138,0,-1.371,False,False
2019-12-12#t322,2019-12-12,Mr. Harvey,138,0,-1.371,False,False
2020-11-18#t70,2020-11-18,Ms. Thériault,138,0,-1.371,False,False
2020-12-10#t595,2020-12-10,Ms. Mitton,138,0,-1.371,False,False
2020-12-11#t711,2020-12-11,Mr. Melanson,138,0,-1.371,False,False
2020-12-16#t871,2020-12-16,Mr. Melanson,138,0,-1.371,False,False
2020-12-18#t1217,2020-12-18,Mr. Hogan,138,0,-1.371,False,False
2021-03-24#t1769,2021-03-24,Hon. Mrs. Johnson,138,0,-1.371,False,False
2021-03-25#t1840,2021-03-25,Mr. Coon,138,0,-1.371,False,False
2021-03-25#t1860,2021-03-25,Mr. Melanson,138,0,-1.371,False,False
2021-03-25#t1876,2021-03-25,Hon. Mr. Cardy,138,0,-1.371,False,False
2021-05-11#t2109,2021-05-11,Mr. K. Arseneau,138,0,-1.371,False,False
2021-05-12#t2120,2021-05-12,Ms. Thériault,138,0,-1.371,False,False
2021-05-13#t2251,2021-05-13,Ms. Sherry Wilson,138,0,-1.371,False,False
2021-05-18#t2517,2021-05-18,Mr. Melanson,138,0,-1.371,False,False
2021-05-18#t2563,2021-05-18,Hon. Mr. Savoie,138,0,-1.371,False,False
2021-05-20#t2766,2021-05-20,Mr. Melanson,138,0,-1.371,False,False
2021-06-01#t2997,2021-06-01,Hon. Mr. Steeves,138,0,-1.371,False,False
2021-06-02#t3095,2021-06-02,Mr. McKee,138,0,-1.371,False,False
2021-06-08#t3378,2021-06-08,Mr. Turner,138,0,-1.371,False,False
2021-06-08#t3381,2021-06-08,Mr. Hogan,138,0,-1.371,False,False
2021-06-10#t3544,2021-06-10,Mr. G. Arseneault,138,0,-1.371,False,False
2021-11-03#t3899,2021-11-03,Mr. Turner,138,0,-1.371,False,False
2021-11-05#t4134,2021-11-05,Mr. Austin,138,0,-1.371,False,False
2021-11-09#t4232,2021-11-09,Mr. K. Arseneau,138,0,-1.371,False,False
2021-11-10#t4332,2021-11-10,Mr. Turner,138,0,-1.371,False,False
2021-11-23#t4517,2021-11-23,Hon. Mrs. Shephard,138,0,-1.371,False,False
2021-11-24#t4571,2021-11-24,Mr. Ames,138,0,-1.371,False,False
2021-11-24#t4602,2021-11-24,Hon. Ms. Green,138,0,-1.371,False,False
2021-11-30#t4825,2021-11-30,Mr. Turner,138,0,-1.371,False,False
2021-12-02#t4938,2021-12-02,Mr. Coon,138,0,-1.371,False,False
2021-12-03#t5076,2021-12-03,Ms. Sherry Wilson,138,0,-1.371,False,False
2021-12-08#t5359,2021-12-08,Hon. Mr. Allain,138,0,-1.371,False,False
2021-12-09#t5424,2021-12-09,Ms. Sherry Wilson,138,0,-1.371,False,False
2021-12-09#t5427,2021-12-09,Mr. Austin,138,0,-1.371,False,False
2021-12-09#t5428,2021-12-09,Mr. Hogan,138,0,-1.371,False,False
2021-12-09#t5432,2021-12-09,Mr. Cullins,138,0,-1.371,False,False
2021-12-16#t5819,2021-12-16,Hon. Mrs. Shephard,138,0,-1.371,False,False
2021-12-17#t5955,2021-12-17,Hon. Mr. Allain,138,0,-1.371,False,False
2022-03-25#t6091,2022-03-25,Mr. Carr,138,0,-1.371,False,False
2022-05-12#t6769,2022-05-12,Hon. Mr. Flemming,138,0,-1.371,False,False
2022-05-19#t7081,2022-05-19,Mr. K. Arseneau,138,0,-1.371,False,False
2022-05-19#t7123,2022-05-19,Hon. Mr. Allain,138,0,-1.371,False,False
2022-05-20#t7238,2022-05-20,Mrs. Conroy,138,0,-1.371,False,False
2022-06-01#t7385,2022-06-01,Mr. Melanson,138,0,-1.371,False,False
2022-06-02#t7469,2022-06-02,Mr. Coon,138,0,-1.371,False,False
2022-06-10#t7978,2022-06-10,Hon. Mrs. Shephard,138,0,-1.371,False,False
2022-10-05#t8145,2022-10-05,Mr. Gauvin,138,0,-1.371,False,False
2022-10-11#t8437,2022-10-11,Mr. Coon,138,0,-1.371,False,False
2022-10-11#t8444,2022-10-11,Mr. R. Savoie,138,0,-1.371,False,False
2022-10-11#t8477,2022-10-11,Mr. Coon,138,0,-1.371,False,False
2022-11-01#t8795,2022-11-01,Mr. Cullins,138,0,-1.371,False,False
2022-11-25#t9867,2022-11-25,Mr. Turner,138,0,-1.371,False,False
2022-12-06#t9959,2022-12-06,Hon. Mr. Crossman,138,0,-1.371,False,False
2022-12-14#t10571,2022-12-14,Mr. K. Chiasson,138,0,-1.371,False,False
2023-03-22#t10863,2023-03-22,Mr. K. Arseneau,138,0,-1.371,False,False
2023-03-28#t11071,2023-03-28,Ms. Thériault,138,0,-1.371,False,False
2023-03-29#t11208,2023-03-29,Mr. K. Arseneau,138,0,-1.371,False,False
2023-03-30#t11292,2023-03-30,Mr. Cullins,138,0,-1.371,False,False
2023-05-12#t11822,2023-05-12,Mr. C. Chiasson,138,0,-1.371,False,False
2023-05-19#t12203,2023-05-19,Mrs. F. Landry,138,0,-1.371,False,False
2023-05-19#t12269,2023-05-19,Ms. Holt,138,0,-1.371,False,False
2023-06-06#t12304,2023-06-06,Mr. Coon,138,0,-1.371,False,False
2023-06-07#t12412,2023-06-07,Hon. Mr. Carr,138,0,-1.371,False,False
2023-06-09#t12606,2023-06-09,Mr. K. Arseneau,138,0,-1.371,False,False
2023-10-20#t13193,2023-10-20,Mr. Cullins,138,0,-1.371,False,False
2023-10-20#t13208,2023-10-20,Ms. Holt,138,0,-1.371,False,False
2023-10-24#t13310,2023-10-24,Ms. Mitton,138,0,-1.371,False,False
2023-10-26#t13474,2023-10-26,Mr. Losier,138,0,-1.371,False,False
2023-11-02#t13818,2023-11-02,Mr. LePage,138,0,-1.371,False,False
2023-11-22#t14163,2023-11-22,Mr. Legacy,138,0,-1.371,False,False
2023-11-24#t14369,2023-11-24,Mr. M. LeBlanc,138,0,-1.371,False,False
2023-11-24#t14383,2023-11-24,Mr. C. Chiasson,138,0,-1.371,False,False
2023-11-28#t14450,2023-11-28,Ms. Conroy,138,0,-1.371,False,False
2023-11-29#t14580,2023-11-29,Hon. Mr. Steeves,138,0,-1.371,False,False
2023-12-05#t14860,2023-12-05,Mr. Coon,138,0,-1.371,False,False
2023-12-06#t15004,2023-12-06,Mr. K. Arseneau,138,0,-1.371,False,False
2024-03-27#t15884,2024-03-27,Mr. LePage,138,0,-1.371,False,False
2024-03-27#t15896,2024-03-27,Hon. Mr. Fitch,138,0,-1.371,False,False
2024-03-28#t16047,2024-03-28,Ms. Mitton,138,0,-1.371,False,False
2024-05-08#t16261,2024-05-08,Hon. Mr. Hogan,138,0,-1.371,False,False
2024-05-09#t16368,2024-05-09,Mr. Gauvin,138,0,-1.371,False,False
2024-05-10#t16516,2024-05-10,Hon. Mr. Hogan,138,0,-1.371,False,False
2024-05-28#t17007,2024-05-28,Mr. Coon,138,0,-1.371,False,False
2024-05-29#t17055,2024-05-29,Hon. Mr. Fitch,138,0,-1.371,False,False
2024-05-29#t17057,2024-05-29,Mr. Coon,138,0,-1.371,False,False
2024-05-31#t17266,2024-05-31,Hon. Mr. Hogan,138,0,-1.371,False,False
2024-06-05#t17443,2024-06-05,Mr. Coon,138,0,-1.371,False,False
2024-06-05#t17480,2024-06-05,Mr. Legacy,138,0,-1.371,False,False
SE#qp_question:Bill 23 and the integrity of:0,synthetic-2026,SYNTHETIC,138,0,-1.371,False,False
2025-10-28#t239,2025-10-28,Hon. Mr. Randall,139,0,-1.381,False,False
2025-10-29#t367,2025-10-29,Mr. Coon,139,0,-1.381,False,False
2025-10-30#t469,2025-10-30,Mr. Hogan,139,0,-1.381,False,False
2025-11-06#t746,2025-11-06,Mr. Lee,139,0,-1.381,False,False
2025-11-06#t748,2025-11-06,Ms. M. Wilson,139,0,-1.381,False,False
2025-12-03#t1407,2025-12-03,Hon. Mr. Herron,139,0,-1.381,False,False
2025-12-04#t1460,2025-12-04,Mr. Savoie,139,0,-1.381,False,False
2025-12-05#t1571,2025-12-05,Mr. Weir,139,0,-1.381,False,False
2025-12-10#t1749,2025-12-10,Hon. Mr. Dornan,139,0,-1.381,False,False
2026-03-18#t2044,2026-03-18,Mr. Ames,139,0,-1.381,False,False
2026-05-05#t2633,2026-05-05,Hon. Mr. Gauvin,139,0,-1.381,False,False
2026-05-06#t2689,2026-05-06,Ms. Mitton,139,0,-1.381,False,False
2026-05-06#t2711,2026-05-06,Ms. Mitton,139,0,-1.381,False,False
2026-05-08#t2927,2026-05-08,Mr. Savoie,139,0,-1.381,False,False
2026-05-08#t2938,2026-05-08,Hon. Ms. Miles,139,0,-1.381,False,False
2026-05-13#t3018,2026-05-13,Mr. Cullins,139,0,-1.381,False,False
2019-05-10#t67,2019-05-10,Mr. D’Amours,139,0,-1.381,False,False
2019-11-27#t158,2019-11-27,Mr. LePage,139,0,-1.381,False,False
2020-11-18#t61,2020-11-18,Mrs. F. Landry,139,0,-1.381,False,False
2020-11-18#t81,2020-11-18,Mr. Melanson,139,0,-1.381,False,False
2020-12-08#t312,2020-12-08,Mr. Austin,139,0,-1.381,False,False
2020-12-08#t336,2020-12-08,Hon. Mrs. Shephard,139,0,-1.381,False,False
2020-12-08#t343,2020-12-08,Mr. Gauvin,139,0,-1.381,False,False
2020-12-09#t440,2020-12-09,Mr. Hogan,139,0,-1.381,False,False
2020-12-09#t460,2020-12-09,Mr. Melanson,139,0,-1.381,False,False
2020-12-09#t526,2020-12-09,Mr. Coon,139,0,-1.381,False,False
2020-12-16#t948,2020-12-16,Hon. Mr. Steeves,139,0,-1.381,False,False
2021-03-25#t1869,2021-03-25,Mr. Melanson,139,0,-1.381,False,False
2021-05-12#t2166,2021-05-12,Hon. Mr. Allain,139,0,-1.381,False,False
2021-05-13#t2302,2021-05-13,Mr. Carr,139,0,-1.381,False,False
2021-05-13#t2319,2021-05-13,Mr. K. Arseneau,139,0,-1.381,False,False
2021-05-14#t2395,2021-05-14,Mr. Legacy,139,0,-1.381,False,False
2021-05-18#t2487,2021-05-18,Mr. Turner,139,0,-1.381,False,False
2021-05-21#t2854,2021-05-21,Ms. Thériault,139,0,-1.381,False,False
2021-06-01#t2996,2021-06-01,Mr. Melanson,139,0,-1.381,False,False
2021-06-08#t3387,2021-06-08,Mr. LeBlanc,139,0,-1.381,False,False
2021-06-08#t3390,2021-06-08,Mrs. F. Landry,139,0,-1.381,False,False
2021-06-09#t3496,2021-06-09,Mr. McKee,139,0,-1.381,False,False
2021-11-02#t3788,2021-11-02,Mr. Austin,139,0,-1.381,False,False
2021-11-02#t3812,2021-11-02,Mr. Melanson,139,0,-1.381,False,False
2021-11-02#t3820,2021-11-02,Mr. Melanson,139,0,-1.381,False,False
2021-11-05#t4176,2021-11-05,Hon. Mr. Flemming,139,0,-1.381,False,False
2021-11-09#t4249,2021-11-09,Mr. Melanson,139,0,-1.381,False,False
2021-11-10#t4355,2021-11-10,Hon. Mr. Steeves,139,0,-1.381,False,False
2021-11-23#t4524,2021-11-23,Hon. Mr. Allain,139,0,-1.381,False,False
2021-11-23#t4533,2021-11-23,Mr. D’Amours,139,0,-1.381,False,False
2021-11-24#t4555,2021-11-24,Mr. Gauvin,139,0,-1.381,False,False
2021-12-02#t4944,2021-12-02,Mr. Hogan,139,0,-1.381,False,False
2021-12-02#t4948,2021-12-02,Mrs. Bockus,139,0,-1.381,False,False
2021-12-03#t5158,2021-12-03,Mr. D’Amours,139,0,-1.381,False,False
2021-12-09#t5454,2021-12-09,Mr. D’Amours,139,0,-1.381,False,False
2021-12-10#t5594,2021-12-10,Mr. Melanson,139,0,-1.381,False,False
2021-12-15#t5759,2021-12-15,Mr. Melanson,139,0,-1.381,False,False
2021-12-16#t5820,2021-12-16,Mr. Melanson,139,0,-1.381,False,False
2021-12-17#t5918,2021-12-17,Mrs. F. Landry,139,0,-1.381,False,False
2022-03-23#t6019,2022-03-23,Mr. Melanson,139,0,-1.381,False,False
2022-03-25#t6125,2022-03-25,Mr. K. Chiasson,139,0,-1.381,False,False
2022-03-29#t6176,2022-03-29,Mr. Coon,139,0,-1.381,False,False
2022-03-30#t6274,2022-03-30,Mr. LeBlanc,139,0,-1.381,False,False
2022-03-31#t6375,2022-03-31,Hon. Mr. Hogan,139,0,-1.381,False,False
2022-03-31#t6377,2022-03-31,Ms. Mitton,139,0,-1.381,False,False
2022-05-10#t6494,2022-05-10,Mr. K. Arseneau,139,0,-1.381,False,False
2022-05-11#t6644,2022-05-11,Hon. Mr. Fitch,139,0,-1.381,False,False
2022-05-17#t6969,2022-05-17,Mr. Melanson,139,0,-1.381,False,False
2022-05-18#t7040,2022-05-18,Mr. Melanson,139,0,-1.381,False,False
2022-05-18#t7041,2022-05-18,Hon. Mr. Higgs,139,0,-1.381,False,False
2022-05-19#t7090,2022-05-19,Mr. K. Arseneau,139,0,-1.381,False,False
2022-05-20#t7277,2022-05-20,,139,0,-1.381,False,False
2022-05-31#t7313,2022-05-31,Mr. Melanson,139,0,-1.381,False,False
2022-05-31#t7318,2022-05-31,Mr. Melanson,139,0,-1.381,False,False
2022-06-01#t7368,2022-06-01,Mr. K. Arseneau,139,0,-1.381,False,False
2022-06-03#t7619,2022-06-03,Mr. Guitard,139,0,-1.381,False,False
2022-10-04#t8055,2022-10-04,Mr. LePage,139,0,-1.381,False,False
2022-10-04#t8059,2022-10-04,Mr. R. Savoie,139,0,-1.381,False,False
2022-10-05#t8192,2022-10-05,Hon. Mary Wilson,139,0,-1.381,False,False
2022-11-01#t8803,2022-11-01,Hon. Mr. Allain,139,0,-1.381,False,False
2022-11-01#t8815,2022-11-01,Hon. Mr. Hogan,139,0,-1.381,False,False
2022-11-15#t9131,2022-11-15,Mr. Dawson,139,0,-1.381,False,False
2022-11-15#t9134,2022-11-15,Mr. Coon,139,0,-1.381,False,False
2022-11-22#t9599,2022-11-22,Mrs. Bockus,139,0,-1.381,False,False
2022-12-06#t9984,2022-12-06,Hon. Mr. Holder,139,0,-1.381,False,False
2022-12-07#t10088,2022-12-07,Mr. K. Arseneau,139,0,-1.381,False,False
2022-12-16#t10796,2022-12-16,Mr. Coon,139,0,-1.381,False,False
2023-03-22#t10876,2023-03-22,Mr. McKee,139,0,-1.381,False,False
2023-03-24#t10986,2023-03-24,Mr. LePage,139,0,-1.381,False,False
2023-03-28#t11100,2023-03-28,Ms. Mitton,139,0,-1.381,False,False
2023-03-28#t11101,2023-03-28,Hon. Mr. Fitch,139,0,-1.381,False,False
2023-03-28#t11106,2023-03-28,Hon. Mr. Fitch,139,0,-1.381,False,False
2023-03-30#t11284,2023-03-30,Mr. LePage,139,0,-1.381,False,False
2023-03-30#t11343,2023-03-30,Ms. Mitton,139,0,-1.381,False,False
2023-05-12#t11818,2023-05-12,Mr. LePage,139,0,-1.381,False,False
2023-05-17#t11964,2023-05-17,Ms. Holt,139,0,-1.381,False,False
2023-05-17#t12018,2023-05-17,Mr. Legacy,139,0,-1.381,False,False
2023-05-18#t12109,2023-05-18,Ms. Mitton,139,0,-1.381,False,False
2023-06-08#t12456,2023-06-08,Mme F. Landry,139,0,-1.381,False,False
2023-06-09#t12558,2023-06-09,Mr. G. Arseneault,139,0,-1.381,False,False
2023-06-13#t12654,2023-06-13,Ms. Thériault,139,0,-1.381,False,False
2023-06-13#t12655,2023-06-13,Mr. Coon,139,0,-1.381,False,False
2023-06-14#t12753,2023-06-14,Mr. Legacy,139,0,-1.381,False,False
2023-06-16#t13042,2023-06-16,Mr. Speaker addressed Her Honour as follows,139,0,-1.381,False,False
2023-10-24#t13275,2023-10-24,Mr. Cullins,139,0,-1.381,False,False
2023-10-31#t13599,2023-10-31,Ms. Landry,139,0,-1.381,False,False
2023-11-24#t14372,2023-11-24,Ms. Holt,139,0,-1.381,False,False
2023-11-28#t14446,2023-11-28,Mr. Gauvin,139,0,-1.381,False,False
2023-12-01#t14794,2023-12-01,Ms. Landry,139,0,-1.381,False,False
2023-12-05#t14859,2023-12-05,Mr. M. LeBlanc,139,0,-1.381,False,False
2023-12-07#t15165,2023-12-07,Mr. Coon,139,0,-1.381,False,False
2024-03-20#t15567,2024-03-20,Hon. Mr. Fitch,139,0,-1.381,False,False
2024-03-20#t15594,2024-03-20,Mr. Coon,139,0,-1.381,False,False
2024-03-28#t16068,2024-03-28,Ms. Mitton,139,0,-1.381,False,False
2024-05-07#t16152,2024-05-07,Hon. Mr. Hogan,139,0,-1.381,False,False
2024-05-16#t16735,2024-05-16,Ms. Holt,139,0,-1.381,False,False
2024-05-28#t16988,2024-05-28,Hon. Mr. Hogan,139,0,-1.381,False,False
2024-05-28#t16990,2024-05-28,Hon. Mr. Hogan,139,0,-1.381,False,False
2024-05-31#t17353,2024-05-31,Mr. Speaker,139,0,-1.381,False,False
2025-10-22#t27,2025-10-22,Ms. S. Wilson,140,0,-1.391,False,False
2025-10-22#t63,2025-10-22,Hon. Mr. Dornan,140,0,-1.391,False,False
2025-10-30#t452,2025-10-30,Hon. Mr. Herron,140,0,-1.391,False,False
2025-11-04#t550,2025-11-04,Mr. Savoie,140,0,-1.391,False,False
2025-11-05#t668,2025-11-05,Mr. Monahan,140,0,-1.391,False,False
2025-11-07#t875,2025-11-07,Hon. Mr. Dornan,140,0,-1.391,False,False
2025-11-07#t892,2025-11-07,Ms. S. Wilson,140,0,-1.391,False,False
2025-11-19#t1024,2025-11-19,Mr. Russell,140,0,-1.391,False,False
2025-11-21#t1236,2025-11-21,Ms. M. Johnson,140,0,-1.391,False,False
2025-12-02#t1306,2025-12-02,Ms. Vautour,140,0,-1.391,False,False
2025-12-04#t1499,2025-12-04,Hon. Mr. Dornan,140,0,-1.391,False,False
2025-12-04#t1520,2025-12-04,Ms. Mitton,140,0,-1.391,False,False
2025-12-05#t1583,2025-12-05,Mr. Savoie,140,0,-1.391,False,False
2025-12-09#t1649,2025-12-09,Mr. Savoie,140,0,-1.391,False,False
2025-12-09#t1652,2025-12-09,Hon. Mr. Herron,140,0,-1.391,False,False
2026-03-18#t2101,2026-03-18,Mr. Coon,140,0,-1.391,False,False
2026-03-25#t2354,2026-03-25,Ms. Bockus,140,0,-1.391,False,False
2026-03-25#t2383,2026-03-25,Hon. Ms. Thériault,140,0,-1.391,False,False
2026-03-26#t2473,2026-03-26,Ms. Scott-Wallace,140,0,-1.391,False,False
2026-05-07#t2785,2026-05-07,Hon. M. Finnigan,140,0,-1.391,False,False
2026-05-08#t2908,2026-05-08,Ms. Conroy,140,0,-1.391,False,False
2026-05-08#t2928,2026-05-08,Hon. Mr. Finnigan,140,0,-1.391,False,False
2026-05-13#t3047,2026-05-13,L’hon. C. Johnson,140,0,-1.391,False,False
2019-11-27#t132,2019-11-27,Ms. Thériault,140,0,-1.391,False,False
2019-12-12#t310,2019-12-12,Mr. K. Arseneau,140,0,-1.391,False,False
2020-11-17#t33,2020-11-17,,140,0,-1.391,False,False
2020-12-09#t527,2020-12-09,Mr. Austin,140,0,-1.391,False,False
2020-12-10#t586,2020-12-10,Mr. Mallet,140,0,-1.391,False,False
2020-12-11#t736,2020-12-11,Mr. Coon,140,0,-1.391,False,False
2020-12-18#t1235,2020-12-18,Mr. Melanson,140,0,-1.391,False,False
2021-03-19#t1560,2021-03-19,Hon. Mrs. Shephard,140,0,-1.391,False,False
2021-03-23#t1625,2021-03-23,Ms. Thériault,140,0,-1.391,False,False
2021-03-24#t1727,2021-03-24,Ms. Mitton,140,0,-1.391,False,False
2021-03-25#t1862,2021-03-25,Mr. Melanson,140,0,-1.391,False,False
2021-05-14#t2385,2021-05-14,Mr. Coon,140,0,-1.391,False,False
2021-05-14#t2389,2021-05-14,Mr. Austin,140,0,-1.391,False,False
2021-05-14#t2424,2021-05-14,Hon. Ms. Scott-Wallace,140,0,-1.391,False,False
2021-05-20#t2773,2021-05-20,Hon. Ms. Scott-Wallace,140,0,-1.391,False,False
2021-05-21#t2871,2021-05-21,Hon. Mrs. Shephard,140,0,-1.391,False,False
2021-06-03#t3203,2021-06-03,Hon. Mr. Flemming,140,0,-1.391,False,False
2021-06-04#t3313,2021-06-04,Mrs. Bockus,140,0,-1.391,False,False
2021-06-08#t3432,2021-06-08,Hon. Ms. Dunn,140,0,-1.391,False,False
2021-06-09#t3466,2021-06-09,Mr. Hogan,140,0,-1.391,False,False
2021-06-10#t3545,2021-06-10,Ms. Sherry Wilson,140,0,-1.391,False,False
2021-11-03#t3930,2021-11-03,Hon. Mr. Flemming,140,0,-1.391,False,False
2021-11-04#t4020,2021-11-04,Mr. Melanson,140,0,-1.391,False,False
2021-11-09#t4228,2021-11-09,Mr. LePage,140,0,-1.391,False,False
2021-11-09#t4258,2021-11-09,Hon. Mrs. Shephard,140,0,-1.391,False,False
2021-11-09#t4273,2021-11-09,Hon. Ms. Green,140,0,-1.391,False,False
2021-11-25#t4626,2021-11-25,Mr. Hogan,140,0,-1.391,False,False
2021-11-25#t4645,2021-11-25,Mr. Carr,140,0,-1.391,False,False
2021-11-26#t4756,2021-11-26,Hon. Mr. Steeves,140,0,-1.391,False,False
2021-12-01#t4885,2021-12-01,Mr. Melanson,140,0,-1.391,False,False
2021-12-02#t4981,2021-12-02,Mr. McKee,140,0,-1.391,False,False
2021-12-03#t5086,2021-12-03,Mr. Melanson,140,0,-1.391,False,False
2021-12-15#t5749,2021-12-15,Mr. Turner,140,0,-1.391,False,False
2021-12-15#t5794,2021-12-15,Ms. Mitton,140,0,-1.391,False,False
2021-12-17#t5957,2021-12-17,Hon. Mr. Allain,140,0,-1.391,False,False
2022-03-23#t6046,2022-03-23,Hon. Mr. Steeves,140,0,-1.391,False,False
2022-03-31#t6406,2022-03-31,Hon. Mr. Higgs,140,0,-1.391,False,False
2022-05-11#t6599,2022-05-11,Hon. Mr. Hogan,140,0,-1.391,False,False
2022-05-12#t6768,2022-05-12,Mr. Melanson,140,0,-1.391,False,False
2022-05-12#t6790,2022-05-12,Mr. Legacy,140,0,-1.391,False,False
