seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr,binoc
ctl|ON2006-02-28#t87w0,,control|ON,163,,193,2.40309,0.25189,2.05287,0.98761
ctl|ON2006-04-06#t175w6,,control|ON,289,,332,2.49709,1.11939,2.14331,0.95244
ctl|ON2006-04-13#t30w0,,control|ON,339,,475,2.37206,0.37,2.14366,0.9848
ctl|ON2006-04-25#t117w0,,control|ON,227,,286,2.91838,0.11377,1.97047,0.99463
ctl|ON2006-05-08#t90w0,,control|ON,201,,228,2.64567,-0.14398,2.14626,1.00643
ctl|ON2006-06-12#t95w0,,control|ON,123,,140,2.71064,-0.3221,1.94663,1.0217
ctl|ON2006-06-14#t94w0,,control|ON,171,,199,2.74604,-0.24826,1.97158,1.01492
ctl|ON2006-09-28#t3w2,,control|ON,332,,398,3.03462,-1.83337,1.92814,1.07001
ctl|ON2006-11-28#t103w5,,control|ON,276,,322,2.31149,1.66288,2.20127,0.92421
ctl|ON2006-12-13#t62w0,,control|ON,201,,253,3.02083,-0.26605,1.93582,1.01322
ctl|ON2007-04-23#t22w0,,control|ON,264,,344,2.76438,-0.54839,2.07818,1.02272
ctl|ON2007-05-03#t67w2,,control|ON,362,,427,2.4555,0.7682,2.09337,0.96999
ctl|ON2007-12-12#t64w0,,control|ON,184,,231,2.91776,-0.55469,1.97856,1.02955
ctl|ON2008-03-25#t97w0,,control|ON,160,,210,2.11074,1.97532,2.11066,0.88537
ctl|ON2008-04-07#t129w9,,control|ON,324,,416,2.34473,-0.4608,2.1663,1.01869
ctl|ON2008-04-27#t4w1,,control|ON,343,,416,2.22996,0.96552,2.08503,0.9594
ctl|ON2008-12-04#t153w0,,control|ON,329,,398,2.20128,-0.16393,2.10544,1.00405
ctl|ON2009-02-23#t172w0,,control|ON,282,,319,2.71162,-1.89248,2.00858,1.0836
ctl|ON2009-04-07#t10w0,,control|ON,335,,398,2.4114,-0.31953,2.09493,1.01371
ctl|ON2009-05-26#t104w0,,control|ON,268,,373,2.01219,1.1654,2.11402,0.94514
ctl|ON2009-10-26#t70w0,,control|ON,149,,184,2.55969,0.68223,2.10378,0.96198
ctl|ON2009-11-30#t2w0,,control|ON,289,,387,2.45766,0.41894,2.0349,0.98334
ctl|ON2010-03-01#t109w2,,control|ON,321,,403,2.46783,1.6689,2.03457,0.9345
ctl|ON2010-04-27#t157w1,,control|ON,132,,158,2.91925,-1.82013,1.89021,1.11245
ctl|ON2010-04-28#t18w0,,control|ON,331,,394,2.66695,-1.85055,2.0793,1.07325
ctl|ON2010-05-10#t115w0,,control|ON,292,,399,2.71249,-0.27573,2.02012,1.01046
ctl|ON2010-05-13#t176w2,,control|ON,270,,348,2.62971,-0.35193,2.08735,1.01292
ctl|ON2010-12-01#t160w1,,control|ON,122,,146,2.76416,1.04441,1.98991,0.93905
ctl|ON2015-03-10#t244w4,,control|ON,314,,377,2.40629,0.25108,2.05092,0.98929
ctl|ON2015-04-21#t5w0,,control|ON,363,,444,2.7529,-1.66235,2.04337,1.05806
ctl|ON2015-04-21#t72w0,,control|ON,134,,171,2.52628,1.2232,2.00699,0.93335
ctl|ON2015-04-29#t117w0,,control|ON,123,,157,2.48732,-1.22401,2.09651,1.08041
ctl|ON2015-05-12#t126w0,,control|ON,147,,162,2.74754,-0.68395,1.98113,1.04316
ctl|ON2015-09-14#t165w0,,control|ON,291,,325,2.7211,0.32518,2.07825,0.98643
ctl|ON2015-09-16#t164w0,,control|ON,245,,325,1.62082,2.26427,2.21107,0.87285
ctl|ON2015-09-29#t182w0,,control|ON,315,,370,2.87998,-2.80341,1.97658,1.1072
ctl|ON2015-10-27#t153w2,,control|ON,224,,262,2.52563,0.23743,2.11114,0.98841
ctl|ON2015-10-28#t148w1,,control|ON,330,,380,2.35852,1.07475,2.05118,0.95426
ctl|ON2015-11-18#t4w5,,control|ON,280,,331,2.50215,1.11014,2.06117,0.95213
ctl|ON2015-12-07#t106w0,,control|ON,186,,228,2.48506,1.4974,1.98333,0.9224
ctl|ON2016-02-17#t22w0,,control|ON,361,,448,2.35541,0.97569,2.09759,0.96152
ctl|ON2016-02-24#t241w0,,control|ON,342,,408,2.40417,-0.87264,2.10919,1.03663
ctl|ON2016-10-20#t154w1,,control|ON,338,,430,2.56737,0.30414,1.97202,0.98782
ctl|ON2016-10-25#t60w0,,control|ON,154,,185,2.74389,-0.49283,1.98426,1.02319
ctl|ON2016-11-15#t10w2,,control|ON,139,,176,3.14917,-1.83081,1.95355,1.10463
ctl|ON2016-11-16#t161w0,,control|ON,297,,342,2.72418,0.67965,2.0065,0.97221
ctl|ON2016-12-01#t215w1,,control|ON,229,,288,2.66339,-0.96591,2.00629,1.04716
ctl|ON2016-12-08#t64w0,,control|ON,209,,267,2.76028,-0.69828,1.93146,1.03273
ctl|ON2017-03-07#t131w0,,control|ON,152,,180,2.72869,-0.68028,2.02464,1.0408
ctl|ON2017-09-26#t51w0,,control|ON,196,,225,2.2796,1.13618,2.05167,0.94097
ctl|ON2017-10-16#t122w0,,control|ON,191,,244,2.54617,-0.18239,1.95845,1.01029
ctl|ON2017-11-21#t17w0,,control|ON,169,,205,2.47091,0.54806,2.07021,0.9698
ctl|ON2017-11-29#t2w14,,control|ON,286,,336,2.77345,-0.02236,1.96314,0.99933
ctl|ON2018-04-09#t171w0,,control|ON,329,,387,2.72662,0.20671,2.00402,0.99111
ctl|ON2018-04-24#t23w2,,control|ON,169,,202,2.6018,0.10521,2.06707,0.99424
ctl|ON2018-10-29#t189w1,,control|ON,275,,338,2.91526,-0.38916,2.00781,1.01443
ctl|ON2018-11-21#t65w0,,control|ON,135,,163,2.45032,1.43451,2.00735,0.91406
ctl|ON2019-03-05#t116w0,,control|ON,136,,164,2.68003,2.04876,2.03158,0.89048
ctl|ON2019-11-25#t164w4,,control|ON,218,,247,2.74404,0.67671,2.05415,0.97016
ctl|ON2019-12-11#t96w0,,control|ON,124,,142,3.17834,0.09172,1.9512,0.99837
ctl|NS2006-05-11#t22w0,,control|NS,141,,175,2.20609,-0.6754,2.02776,1.04471
ctl|NS2006-11-09#t97w0,,control|NS,214,,257,2.4299,0.48835,2.10877,0.97524
ctl|NS2006-11-09#t168w3,,control|NS,316,,367,2.57351,1.03042,2.03176,0.95889
ctl|NS2006-11-20#t65w6,,control|NS,256,,311,2.72146,0.59114,2.07327,0.97484
ctl|NS2007-01-10#t15w0,,control|NS,150,,196,2.15446,-0.36246,2.14587,1.02187
ctl|NS2007-03-26#t54w8,,control|NS,251,,308,2.57639,0.51173,2.10655,0.97608
ctl|NS2007-04-10#t12w0,,control|NS,186,,227,2.21629,0.21007,2.00918,0.98867
ctl|NS2007-04-12#t81w0,,control|NS,139,,164,3.26022,-0.50061,1.89899,1.02979
ctl|NS2007-11-27#t163w4,,control|NS,260,,303,2.71671,-0.93523,2.02767,1.04061
ctl|NS2007-11-27#t166w1,,control|NS,336,,374,2.58479,0.09979,2.07226,0.99654
ctl|NS2007-12-03#t32w1,,control|NS,219,,270,2.44252,0.17195,2.1249,0.99251
ctl|NS2007-12-04#t17w0,,control|NS,136,,168,2.17702,-0.36006,2.07879,1.02433
ctl|NS2008-05-02#t2w0,,control|NS,164,,187,1.92532,0.18767,2.17267,0.98516
ctl|NS2008-05-15#t67w0,,control|NS,197,,240,2.65726,0.1181,2.0397,0.9901
ctl|NS2008-05-20#t124w7,,control|NS,264,,302,2.2539,1.34191,2.10108,0.93303
ctl|NS2008-10-30#t178w4,,control|NS,326,,362,2.50349,2.6128,2.05268,0.89261
ctl|NS2008-11-17#t43w1,,control|NS,304,,370,2.90694,-1.28891,1.8855,1.04949
ctl|NS2008-11-24#t54w1,,control|NS,182,,210,2.56799,1.84806,1.98429,0.90493
ctl|NS2008-11-25#t64w0,,control|NS,141,,168,2.76948,0.68278,2.10475,0.96437
ctl|NS2009-04-30#t169w4,,control|NS,328,,438,2.81172,-0.78596,2.00962,1.0268
ctl|NS2009-09-18#t49w1,,control|NS,299,,343,2.29336,0.64875,2.12665,0.96944
ctl|NS2009-09-22#t116w0,,control|NS,161,,190,2.88666,0.54744,2.10005,0.9698
ctl|NS2009-09-29#t31w0,,control|NS,170,,192,2.83547,-2.42166,1.94111,1.14347
ctl|NS2009-10-21#t159w1,,control|NS,344,,420,2.61288,0.29902,2.05578,0.9883
ctl|NS2009-11-02#t52w0,,control|NS,353,,430,2.58529,-1.70756,2.04815,1.06553
ctl|NS2010-03-26#t50w2,,control|NS,311,,373,2.81495,-0.21384,1.99612,1.00714
ctl|NS2010-04-26#t50w2,,control|NS,326,,383,3.02082,-0.08901,2.00115,1.00249
ctl|NS2010-04-27#t22w0,,control|NS,205,,247,2.27483,0.5858,2.04867,0.96807
ctl|NS2010-05-06#t37w0,,control|NS,126,,164,2.42358,-0.52108,2.10207,1.02983
ctl|NS2010-05-07#t42w3,,control|NS,314,,382,2.53936,1.38699,2.09284,0.94384
ctl|NS2010-05-11#t47w0,,control|NS,147,,182,1.96982,-0.21386,2.23087,1.01277
ctl|NS2010-10-28#t157w3,,control|NS,255,,304,3.07086,-0.93934,1.96603,1.04012
ctl|NS2010-11-24#t157w4,,control|NS,181,,220,2.91784,-0.06588,1.94637,1.00584
ctl|NS2010-12-08#t187w0,,control|NS,167,,196,2.70502,0.5749,2.04766,0.97106
ctl|NS2015-03-26#t123w0,,control|NS,146,,181,2.35119,1.5084,2.21209,0.91436
ctl|NS2015-04-07#t30w0,,control|NS,133,,158,2.61102,-0.14031,2.04782,1.01252
ctl|NS2015-04-10#t8w6,,control|NS,329,,409,2.30572,1.34219,2.09421,0.94316
ctl|NS2015-05-11#t63w1,,control|NS,229,,262,2.60347,0.48433,2.1042,0.97586
ctl|NS2015-12-16#t26w0,,control|NS,123,,152,2.01051,0.61247,2.19851,0.95352
ctl|NS2015-12-18#t2w0,,control|NS,174,,237,2.87334,-2.2632,1.86165,1.11789
ctl|NS2016-04-29#t49w0,,control|NS,160,,183,2.57417,-1.53954,2.02007,1.10013
ctl|NS2016-05-03#t91w0,,control|NS,132,,158,3.08642,-2.29273,1.93417,1.14429
ctl|NS2016-05-06#t24w0,,control|NS,182,,223,2.47997,-1.15796,1.95628,1.06787
ctl|NS2016-05-17#t172w0,,control|NS,275,,322,2.69706,0.6232,2.09291,0.97367
ctl|NS2016-10-18#t19w0,,control|NS,130,,162,1.92433,1.06896,2.2718,0.92444
ctl|NS2016-11-02#t129w0,,control|NS,138,,171,2.67128,-0.15694,2.14405,1.00483
ctl|NS2016-11-04#t126w0,,control|NS,173,,197,2.74361,-0.8731,2.09356,1.04962
ctl|NS2016-11-08#t158w1,,control|NS,305,,376,2.56259,1.37003,2.06045,0.94494
ctl|NS2018-03-02#t138w0,,control|NS,226,,255,2.96638,-1.29251,2.00561,1.06177
ctl|NS2018-03-07#t97w0,,control|NS,119,,169,1.8876,0.48765,2.17613,0.96853
ctl|NS2018-04-03#t30w0,,control|NS,167,,206,2.58576,0.80087,2.07655,0.95624
ctl|NS2018-04-11#t55w0,,control|NS,164,,196,2.05104,-0.1097,2.16019,1.00345
ctl|NS2018-09-13#t90w0,,control|NS,169,,196,2.82935,0.61764,2.05708,0.96971
ctl|NS2018-09-26#t110w0,,control|NS,138,,153,2.94646,-0.01198,2.09249,1.00212
ctl|NS2018-10-05#t15w0,,control|NS,202,,265,2.44128,-1.05959,1.94207,1.0564
ctl|NS2019-04-12#t139w1,,control|NS,237,,281,2.65903,-0.88032,1.99169,1.04115
ctl|NS2019-10-08#t120w0,,control|NS,125,,148,3.57325,-2.42594,1.88671,1.14416
ctl|NS2019-10-16#t132w2,,control|NS,350,,410,2.8682,-0.26009,2.00054,1.00883
ctl|NS2019-10-22#t71w0,,control|NS,149,,206,2.36747,0.58959,2.16048,0.96889
ctl|NS2019-10-24#t42w0,,control|NS,147,,181,2.84462,0.01591,1.93489,0.99872
ctl|SK2006-03-15#t60w1,,control|SK,367,,432,2.36613,0.97344,2.15592,0.96208
ctl|SK2006-03-27#t67w15,,control|SK,356,,399,2.46833,0.88688,2.15185,0.96379
ctl|SK2006-04-03#t31w0,,control|SK,174,,222,2.26644,0.60452,2.07677,0.96551
ctl|SK2006-05-18#t84w1,,control|SK,332,,401,2.89634,0.01489,1.94747,0.9985
ctl|SK2006-11-22#t80w3,,control|SK,217,,258,2.54178,1.35399,2.02866,0.93545
ctl|SK2007-03-19#t19w0,,control|SK,212,,266,2.8506,0.63365,1.96864,0.97044
ctl|SK2007-04-12#t65w0,,control|SK,351,,420,2.61161,-0.21293,2.09931,1.00723
ctl|SK2007-05-01#t50w0,,control|SK,176,,199,2.49008,0.38668,2.10087,0.97619
ctl|SK2007-05-01#t77w1,,control|SK,228,,283,2.57816,0.7276,2.0071,0.96488
ctl|SK2008-03-10#t27w0,,control|SK,187,,215,2.61641,-0.90695,2.01225,1.0482
ctl|SK2008-04-30#t32w0,,control|SK,165,,203,2.58088,0.24606,2.13305,0.98569
ctl|SK2008-05-01#t109w3,,control|SK,348,,420,2.96326,-0.97202,1.95816,1.03722
ctl|SK2008-05-15#t11w0,,control|SK,227,,290,2.73821,-0.48791,1.96232,1.02262
ctl|SK2008-10-29#t81w7,,control|SK,349,,434,2.79729,-1.373,2.03923,1.04931
ctl|SK2008-11-19#t62w0,,control|SK,135,,174,2.73023,-0.33046,1.97644,1.0164
ctl|SK2009-03-16#t16w0,,control|SK,178,,206,2.87804,-2.03328,1.90787,1.11342
ctl|SK2009-03-24#t23w1,,control|SK,346,,443,2.5115,0.84316,2.07661,0.96858
ctl|SK2009-04-23#t65w0,,control|SK,171,,200,2.54766,-1.08857,2.13136,1.0647
ctl|SK2009-04-27#t50w0,,control|SK,134,,157,2.59657,-0.50946,2.02843,1.03165
ctl|SK2009-10-26#t64w0,,control|SK,367,,435,2.39338,0.44736,2.07617,0.98119
ctl|SK2009-11-23#t16w0,,control|SK,321,,386,2.33481,0.40557,2.16033,0.981
ctl|SK2009-11-23#t69w10,,control|SK,369,,436,2.17962,1.36767,2.17306,0.94406
ctl|SK2009-11-24#t63w0,,control|SK,268,,337,1.79674,0.75029,2.19922,0.95974
ctl|SK2010-03-10#t62w7,,control|SK,360,,429,2.92419,-0.40032,1.97837,1.01416
ctl|SK2010-03-22#t68w6,,control|SK,326,,433,2.29764,0.31287,2.12168,0.98517
ctl|SK2010-03-25#t84w2,,control|SK,365,,444,2.77192,-0.45883,2.06787,1.01621
ctl|SK2010-04-20#t75w7,,control|SK,362,,392,2.43876,2.79033,2.13655,0.88701
ctl|SK2010-04-29#t19w1,,control|SK,355,,435,2.51279,0.88956,2.04677,0.96617
ctl|SK2010-05-03#t106w0,,control|SK,350,,410,2.52748,-0.34698,2.06462,1.01304
ctl|SK2010-11-01#t57w1,,control|SK,162,,215,2.8909,-0.07277,1.96737,1.00175
ctl|SK2010-11-03#t10w0,,control|SK,137,,208,2.77713,-0.11983,1.95118,1.00627
ctl|SK2010-11-08#t7w8,,control|SK,355,,401,2.55697,0.21546,2.06078,0.99002
ctl|SK2015-03-05#t0w0,,control|SK,254,,363,2.70277,-1.50615,1.86549,1.05993
ctl|SK2015-03-09#t18w0,,control|SK,128,,164,2.29128,1.07127,2.11749,0.92901
ctl|SK2015-03-24#t6w7,,control|SK,353,,454,2.80734,-1.39845,1.95429,1.0487
ctl|SK2015-03-24#t56w0,,control|SK,322,,445,2.68897,-1.78821,1.99986,1.06529
ctl|SK2015-03-31#t73w1,,control|SK,226,,276,3.08306,-0.35847,1.93178,1.0163
ctl|SK2015-05-13#t8w0,,control|SK,143,,168,2.91421,-0.60747,1.97015,1.03614
ctl|SK2015-10-20#t44w0,,control|SK,128,,165,2.84117,-0.94314,2.01579,1.05885
ctl|SK2015-10-20#t56w1,,control|SK,363,,484,2.59112,-0.36764,2.05237,1.0132
ctl|SK2015-11-05#t35w0,,control|SK,151,,179,2.95894,-1.05856,1.97853,1.06312
ctl|SK2015-11-24#t72w15,,control|SK,350,,407,2.72337,-0.17484,1.99052,1.00755
ctl|SK2015-11-25#t70w13,,control|SK,346,,423,2.47864,1.90317,2.09317,0.92915
ctl|SK2016-10-26#t62w2,,control|SK,290,,331,2.68058,-0.74585,2.02781,1.03229
ctl|SK2017-03-29#t12w0,,control|SK,225,,264,2.51111,-0.29884,2.09748,1.01506
ctl|SK2017-04-03#t26w0,,control|SK,204,,263,2.61513,-0.93149,2.08441,1.04568
ctl|SK2017-04-12#t20w0,,control|SK,149,,176,3.30624,-1.13637,1.87978,1.06013
ctl|SK2017-04-12#t55w6,,control|SK,355,,422,2.51559,0.84262,2.0787,0.9674
ctl|SK2017-05-01#t45w0,,control|SK,334,,407,2.64778,0.07766,2.09825,0.99546
ctl|SK2017-05-11#t10w0,,control|SK,326,,411,2.48933,-0.09652,2.07399,1.00315
ctl|SK2017-05-18#t46w1,,control|SK,339,,418,2.46476,-0.27205,2.13197,1.00974
ctl|SK2017-12-05#t62w0,,control|SK,333,,420,2.5744,-1.40275,2.07214,1.05209
ctl|SK2018-03-21#t48w0,,control|SK,214,,256,2.16355,0.95024,2.0866,0.94739
ctl|SK2018-04-16#t47w5,,control|SK,351,,437,3.33956,-1.50056,1.86524,1.05198
ctl|SK2018-11-27#t79w4,,control|SK,360,,428,2.23169,2.07764,2.11067,0.91767
ctl|SK2018-11-29#t32w0,,control|SK,209,,246,2.60816,-1.19148,1.96216,1.05943
ctl|SK2018-11-29#t67w3,,control|SK,368,,454,2.7877,0.10803,1.98593,0.99645
ctl|SK2019-03-11#t67w4,,control|SK,356,,459,2.52055,0.36833,2.01886,0.98508
ctl|SK2019-05-15#t47w0,,control|SK,331,,407,2.07747,1.3191,2.1834,0.94483
ctl|SK2019-11-27#t23w0,,control|SK,216,,271,1.84101,0.35764,2.23111,0.97863
ctl|NI2015-02-09#t187w4,,control|NI,174,,190,2.63822,1.10084,2.0799,0.94135
ctl|NI2015-02-10#t37w3,,control|NI,315,,365,2.58171,-0.83364,2.03919,1.03579
ctl|NI2015-02-10#t261w0,,control|NI,202,,237,2.53051,0.10385,2.03705,0.99503
ctl|NI2015-03-09#t39w0,,control|NI,352,,409,2.31118,1.0579,2.12593,0.95627
ctl|NI2015-04-13#t13w0,,control|NI,196,,274,2.65658,0.73896,2.01411,0.96277
ctl|NI2015-06-22#t23w1,,control|NI,236,,267,2.84725,1.02056,1.97013,0.95569
ctl|NI2015-09-07#t4w0,,control|NI,315,,378,2.63357,1.35978,2.07807,0.94487
ctl|NI2015-09-07#t159w0,,control|NI,151,,176,2.52179,-0.52561,2.08758,1.03479
ctl|NI2015-11-18#t172w1,,control|NI,247,,295,3.04381,-0.2583,1.93552,1.01059
ctl|NI2015-11-23#t190w0,,control|NI,275,,371,3.56893,1.05939,1.82403,0.96987
ctl|NI2016-01-19#t31w0,,control|NI,324,,378,2.94542,-0.88719,1.96766,1.03505
ctl|NI2016-03-01#t100w0,,control|NI,206,,264,2.46741,1.10896,2.01934,0.94555
ctl|NI2016-03-15#t261w2,,control|NI,337,,382,2.43093,0.23926,2.09063,0.99146
ctl|NI2016-10-17#t211w0,,control|NI,174,,190,2.70399,-0.31513,2.05211,1.01901
ctl|NI2016-12-05#t147w0,,control|NI,188,,214,2.67649,-0.26019,2.07439,1.01338
ctl|NI2017-01-23#t391w1,,control|NI,261,,321,2.67811,0.67861,2.07332,0.9708
ctl|NI2006-09-11#t19w2,,control|NI,294,,325,2.96461,-1.77424,1.95447,1.07401
ctl|NI2006-12-19#t9w1,,control|NI,209,,239,2.78138,-0.35877,2.0202,1.01552
ctl|NI2007-05-21#t57w0,,control|NI,327,,371,2.48549,-0.00793,2.04815,1.00061
ctl|NI2007-06-12#t11w1,,control|NI,203,,232,2.51277,0.41722,2.04762,0.98051
ctl|NI2007-06-19#t51w0,,control|NI,336,,382,2.573,0.42169,2.03232,0.9839
ctl|NI2007-07-03#t12w2,,control|NI,339,,393,2.41231,1.58965,2.06479,0.93615
ctl|NI2007-09-10#t188w0,,control|NI,343,,396,2.88974,-0.48325,1.9777,1.01649
ctl|NI2007-09-24#t48w1,,control|NI,134,,157,2.61246,0.51387,2.03173,0.96844
ctl|NI2007-10-22#t17w0,,control|NI,234,,260,3.00669,-0.90153,1.92149,1.04268
ctl|NI2008-01-28#t52w1,,control|NI,310,,362,2.50595,-0.59529,2.04546,1.02508
ctl|NI2008-02-25#t84w0,,control|NI,201,,239,2.65551,-0.6414,2.00085,1.03247
ctl|NI2008-03-11#t104w0,,control|NI,151,,192,2.85204,-0.3855,1.91494,1.01974
ctl|NI2008-06-03#t79w0,,control|NI,147,,166,3.06628,0.76178,1.94225,0.95821
ctl|NI2008-07-01#t70w0,,control|NI,291,,353,2.6912,0.3109,2.05718,0.98759
ctl|NI2008-11-17#t184w0,,control|NI,303,,353,2.59868,1.43512,2.03121,0.94205
ctl|NI2009-01-20#t201w1,,control|NI,302,,340,2.72027,0.321,1.99932,0.98643
ctl|NI2009-02-02#t146w0,,control|NI,206,,235,2.48482,1.44788,2.06772,0.92894
ctl|NI2009-02-16#t206w0,,control|NI,304,,386,2.70751,-0.00931,2.01937,1.00024
ctl|NI2009-03-10#t51w1,,control|NI,274,,356,3.80909,-1.50419,1.78708,1.04949
ctl|NI2009-04-21#t56w0,,control|NI,364,,439,2.86454,-1.07699,1.94169,1.03701
ctl|NI2009-05-26#t240w0,,control|NI,329,,406,3.0677,-0.46716,1.88164,1.01468
ctl|NI2009-05-26#t268w1,,control|NI,257,,307,2.96376,-1.11428,1.93415,1.04693
ctl|NI2009-06-30#t177w4,,control|NI,311,,349,2.62798,0.26383,1.99143,0.98782
ctl|NI2009-09-22#t454w0,,control|NI,126,,134,2.89019,-0.72502,2.10754,1.04822
ctl|NI2009-10-05#t21w0,,control|NI,131,,155,2.93661,-0.39849,1.89447,1.02466
ctl|NI2009-11-17#t208w0,,control|NI,354,,403,2.39241,0.35892,2.0418,0.98413
ctl|NI2009-11-30#t52w2,,control|NI,343,,392,2.85202,-0.37318,1.95103,1.01289
ctl|NI2009-12-01#t90w0,,control|NI,255,,272,2.33314,1.5645,2.07556,0.92452
ctl|NI2010-01-11#t183w2,,control|NI,255,,310,3.02726,0.35034,1.97346,0.98429
ctl|NI2010-02-08#t143w0,,control|NI,145,,182,2.76313,-0.55744,2.00872,1.03166
ctl|NI2010-02-08#t149w0,,control|NI,127,,143,3.06052,-0.74242,1.91537,1.04724
ctl|NI2010-02-16#t4w0,,control|NI,129,,139,2.8939,-0.45756,1.96746,1.03305
ctl|NI2010-03-09#t2w3,,control|NI,295,,351,2.69939,-1.11322,1.97942,1.04783
ctl|NI2010-04-27#t13w0,,control|NI,359,,413,2.58901,-0.0415,1.98329,1.00091
ctl|NI2010-06-15#t120w1,,control|NI,334,,373,2.50129,1.27517,2.11881,0.94844
ctl|NI2010-06-22#t270w1,,control|NI,231,,275,2.59582,1.22456,2.01457,0.94301
ctl|NI2010-10-11#t16w0,,control|NI,357,,414,2.42479,-0.10974,2.11343,1.00304
ctl|NI2010-10-12#t37w1,,control|NI,234,,277,2.78925,-0.06357,1.93401,1.00417
ctl|NI2010-10-12#t296w1,,control|NI,249,,301,3.06621,-1.87557,1.9479,1.08038
ctl|NI2010-10-12#t387w0,,control|NI,335,,403,2.42516,1.27216,2.08076,0.94735
ctl|NI2010-11-09#t4w0,,control|NI,283,,318,2.50725,2.38554,2.04392,0.8972
ctl|NI2010-11-09#t206w0,,control|NI,131,,141,2.82351,0.34944,2.00734,0.97955
ctl|NI2010-11-15#t144w0,,control|NI,133,,151,2.46911,0.17997,2.13049,0.9889
ctl|NI2010-11-16#t7w0,,control|NI,283,,323,2.56465,-0.61506,2.0191,1.02698
ctl|WALA2006-05-23#t354w0,,control|WA,158,,226,2.61778,0.78531,1.98882,0.95755
ctl|WALA2006-05-24#t825w0,,control|WA,206,,248,2.5245,0.23626,2.03168,0.98764
ctl|WALA2006-08-31#t150w0,,control|WA,222,,271,2.77245,1.29046,2.0355,0.94283
ctl|WALA2006-09-28#t44w1,,control|WA,165,,193,3.37863,-0.03575,1.82326,1.00198
ctl|WALA2006-11-29#t18w2,,control|WA,200,,234,2.65587,1.52711,2.0165,0.92547
ctl|WALA2007-02-28#t247w1,,control|WA,227,,272,2.70334,1.14683,2.07292,0.94674
ctl|WALA2007-04-05#t51w0,,control|WA,266,,298,2.83336,-0.72235,2.01493,1.03106
ctl|WALA2007-06-14#t216w0,,control|WA,348,,402,2.28816,2.37038,2.19244,0.90335
ctl|WALA2007-08-16#t160w1,,control|WA,140,,167,2.61407,0.28325,2.07625,0.98414
ctl|WALA2008-03-13#t59w0,,control|WA,350,,420,2.72531,-0.1306,1.9654,1.00399
ctl|WALA2008-03-18#t69w0,,control|WA,360,,396,2.56579,1.89684,2.05044,0.92617
ctl|WALA2008-12-03#t292w1,,control|WA,247,,283,3.16973,-1.41254,1.89449,1.06365
ctl|WALA2008-12-04#t205w0,,control|WA,177,,195,2.87172,0.06723,1.99703,0.9963
ctl|WALA2009-05-19#t239w3,,control|WA,300,,377,2.45985,1.62852,2.10359,0.9326
ctl|WALA2009-06-17#t158w1,,control|WA,361,,392,2.51279,1.34675,2.14674,0.94621
ctl|WALA2009-08-11#t210w0,,control|WA,123,,137,2.82977,1.46268,1.96661,0.91243
ctl|WALA2009-09-10#t48w0,,control|WA,359,,411,2.83067,1.63442,1.98575,0.93976
ctl|WALA2009-09-17#t101w0,,control|WA,324,,361,2.81221,0.45161,2.0307,0.98162
ctl|WALA2009-10-15#t6w1,,control|WA,145,,166,2.87389,0.35486,1.98094,0.97959
ctl|WALA2009-11-24#t72w1,,control|WA,252,,282,2.63124,0.4715,2.08712,0.97739
ctl|WALA2010-05-18#t125w0,,control|WA,346,,389,2.18807,2.80484,2.1895,0.88054
ctl|WALA2010-10-12#t19w0,,control|WA,299,,355,2.60958,0.42549,2.09946,0.98171
ctl|WALA2016-02-23#t171w3,,control|WA,364,,429,2.6328,0.66186,2.04224,0.97356
ctl|WALA2016-06-15#t139w6,,control|WA,348,,443,2.52888,1.06348,2.07774,0.95863
ctl|WALA2016-09-06#t178w5,,control|WA,346,,423,2.76651,-0.38639,2.06165,1.01423
ctl|WALA2016-10-12#t64w0,,control|WA,346,,397,2.91748,0.50806,1.98407,0.98133
ctl|WALA2016-11-17#t180w1,,control|WA,201,,239,3.13696,-0.73867,1.90425,1.0349
ctl|WALA2017-05-17#t11w2,,control|WA,351,,438,2.70796,1.17327,2.0064,0.95602
ctl|WALA2017-09-12#t178w2,,control|WA,356,,421,2.70145,1.46858,2.033,0.94677
ctl|WALA2017-10-18#t114w0,,control|WA,227,,259,3.20728,-1.04027,1.97447,1.04688
ctl|WALA2018-02-13#t149w0,,control|WA,343,,396,2.55731,1.73083,2.06678,0.93254
ctl|WALA2018-02-20#t97w0,,control|WA,193,,232,2.70177,-0.81088,1.96856,1.04237
ctl|WALA2018-03-20#t68w0,,control|WA,352,,407,2.55464,0.72761,2.08161,0.9699
ctl|WALA2018-04-11#t108w1,,control|WA,363,,403,2.69169,0.70172,2.05226,0.97491
ctl|WALA2018-06-13#t12w0,,control|WA,276,,336,2.48426,1.9375,2.10636,0.91596
ctl|WALA2018-06-19#t180w1,,control|WA,325,,370,2.44066,1.26442,2.15902,0.94839
ctl|WALA2018-08-22#t179w0,,control|WA,132,,157,3.04007,-0.16728,1.95151,1.01191
ctl|WALA2018-09-11#t139w4,,control|WA,360,,412,2.50068,0.72696,2.11017,0.96989
ctl|WALA2018-10-09#t98w4,,control|WA,328,,382,2.73912,0.20059,1.99755,0.9922
ctl|WALA2018-11-07#t98w0,,control|WA,249,,288,2.57664,2.18346,2.0075,0.90409
ctl|WALA2019-03-13#t266w0,,control|WA,365,,423,2.65215,-0.51731,2.0044,1.01944
