seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr
2026-03-18#t2076w0,2026-03-18,Hon. Ms. Holt,158,0.0,189,2.62292,-0.30114,1.93392
2026-03-18#t2077w0,2026-03-18,Mr. Savoie,167,1.0,224,2.66194,-0.39758,1.99082
2026-03-18#t2078w0,2026-03-18,Hon. Ms. Holt,224,1.0,259,2.39447,0.37819,2.13886
2026-03-18#t2079w0,2026-03-18,Mr. Savoie,115,1.0,147,2.87121,-0.91317,1.96879
2026-03-18#t2080w0,2026-03-18,Hon. Mr. D’Amours,143,0.0,180,2.33355,-0.16664,2.06868
2026-03-18#t2081w0,2026-03-18,Mr. Savoie,189,0.878,222,2.972,-1.80517,2.00718
2026-03-18#t2082w0,2026-03-18,Hon. Mr. D’Amours,168,0.0,209,2.54879,-1.12884,2.04863
2026-03-18#t2083w0,2026-03-18,Mr. Savoie,158,1.0,200,2.46585,0.62467,2.02807
2026-03-18#t2084w0,2026-03-18,Hon. Mr. D’Amours,165,0.0,197,2.33063,1.11264,2.00526
2026-03-18#t2085w0,2026-03-18,Mr. Savoie,172,0.703,232,2.60707,-1.5694,2.02155
2026-03-18#t2086w0,2026-03-18,Hon. Mr. Legacy,170,0.0,220,2.77365,-0.61383,2.01081
2026-03-18#t2087w0,2026-03-18,Mr. Savoie,198,1.0,252,2.49284,0.62608,2.06556
2026-03-18#t2088w0,2026-03-18,Hon. Mr. Legacy,207,0.0,256,2.84875,0.16114,2.04117
2026-03-18#t2089w0,2026-03-18,Mr. Savoie,125,0.6,154,2.7962,-1.10743,1.94504
2026-03-18#t2090w0,2026-03-18,Hon. Mr. Legacy,109,1.0,144,2.65948,0.68912,2.11166
2026-03-18#t2091w0,2026-03-18,Mr. Savoie,160,1.0,206,2.69928,-0.69416,2.07275
2026-03-18#t2092w0,2026-03-18,Hon. Mr. Legacy,180,1.0,228,2.40244,0.39428,2.13547
2026-03-18#t2093w0,2026-03-18,Mr. Savoie,184,1.0,240,2.43916,0.71738,2.06668
2026-03-18#t2094w0,2026-03-18,Hon. Mr. Legacy,145,1.0,192,2.67309,0.05993,1.99604
2026-03-18#t2095w0,2026-03-18,Ms. M. Johnson,75,1.0,87,3.02268,-0.84053,1.92605
2026-03-18#t2096w0,2026-03-18,Hon. Ms. Boudreau,135,0.0,151,2.74789,-0.69541,2.03408
2026-03-18#t2097w0,2026-03-18,Ms. M. Johnson,62,1.0,79,3.12486,0.73186,1.95963
2026-03-18#t2098w0,2026-03-18,Hon. Ms. Boudreau,175,0.0,198,2.53867,0.1693,2.11729
2026-03-18#t2099w0,2026-03-18,Ms. M. Johnson,165,1.0,189,2.64556,-0.78177,2.06679
2026-03-18#t2100w0,2026-03-18,Hon. Ms. Boudreau,171,0.0,211,2.7171,-1.06329,2.11542
2026-03-18#t2101w0,2026-03-18,Mr. Coon,140,1.0,164,2.5059,0.73011,2.10757
2026-03-18#t2102w0,2026-03-18,Hon. Mr. D’Amours,132,0.0,161,2.47597,-0.5116,2.0962
2026-03-18#t2103w0,2026-03-18,Mr. Coon,155,1.0,198,2.76025,0.34069,2.00661
2026-03-18#t2104w0,2026-03-18,Hon. Mr. D’Amours,171,0.0,199,2.32103,0.83355,2.16782
2026-03-18#t2105w0,2026-03-18,Ms. Mitton,143,1.0,181,2.62389,1.32947,2.05801
2026-03-18#t2106w0,2026-03-18,Hon. Mr. Legacy,178,1.0,222,2.74037,-0.91989,2.02939
2026-03-18#t2107w0,2026-03-18,Ms. Mitton,156,1.0,191,3.05641,-2.14388,1.98228
2026-03-18#t2108w0,2026-03-18,Hon. Mr. Legacy,159,1.0,206,2.71081,0.09799,1.97123
2026-03-18#t2109w0,2026-03-18,Mr. Hogan,152,1.0,203,2.67819,-1.82962,1.94847
2026-03-18#t2110w0,2026-03-18,Hon. Mr. Dornan,162,1.0,199,2.88151,-1.16271,1.98989
2026-03-18#t2111w0,2026-03-18,Mr. Hogan,150,1.0,197,2.71661,-1.15284,1.97039
2026-03-18#t2112w0,2026-03-18,Hon. Ms. Holt,181,0.978,217,2.34575,0.18384,2.04668
2026-03-18#t2114w0,2026-03-18,Hon. C. Johnson,226,0.0,285,2.49242,-1.1461,2.08484
2026-03-18#t2115w0,2026-03-18,Mr. Lee,116,1.0,136,2.38522,-0.00499,1.9906
2026-03-18#t2116w0,2026-03-18,Ms. Mitton,150,0.0,184,2.24736,0.49279,2.16493
2026-03-18#t2117w0,2026-03-18,Hon. Mr. Herron,356,0.851,413,2.26804,1.81358,2.08031
2026-03-18#t2118w0,2026-03-18,Mr. Austin,222,1.0,301,2.41646,0.54417,2.0139
2026-03-18#t2119w0,2026-03-18,Mr. Coon,287,1.0,354,2.57935,-0.13129,2.06353
2026-03-18#t2119w1,2026-03-18,Mr. Coon,134,1.0,166,3.0109,-0.75612,1.93841
2026-03-18#t2120w0,2026-03-18,Hon. Mr. Dornan,152,0.855,195,2.61188,-1.55269,2.02737
2026-03-18#t2122w0,2026-03-18,Mr. Hogan,254,1.0,314,2.46019,0.40088,2.07944
2026-03-18#t2123w0,2026-03-18,Mr. Coon,271,1.0,346,2.7518,-0.16315,2.05563
2026-03-18#t2124w0,2026-03-18,Hon. Mr. Dornan,244,0.734,286,2.62759,-0.43988,1.99023
2026-03-18#t2125w0,2026-03-18,Mr. Hogan,298,1.0,376,2.24282,1.20212,2.07959
2026-03-18#t2126w0,2026-03-18,Mr. Coon,328,0.921,386,2.26544,0.17998,2.13042
2026-03-18#t2128w0,2026-03-18,Hon. Ms. Boudreau,192,0.365,255,2.94451,-0.08402,1.87754
2026-03-18#t2129w0,2026-03-18,Ms. Mitton,99,0.333,112,2.03983,1.6209,2.12036
2026-03-18#t2130w0,2026-03-18,Hon. Ms. Townsend,94,1.0,109,2.46494,0.06279,2.07852
2026-03-18#t2133w0,2026-03-18,Mr. Monahan,192,1.0,248,2.53784,0.355,2.0562
2026-03-18#t2134w0,2026-03-18,Mr. J. LeBlanc,354,0.421,459,1.94554,2.03409,2.12939
2026-03-18#t2134w1,2026-03-18,Mr. J. LeBlanc,340,0.668,411,2.10883,-0.18651,2.12971
2026-03-18#t2134w2,2026-03-18,Mr. J. LeBlanc,257,0.957,337,2.13756,0.65019,2.07715
2026-03-18#t2135w0,2026-03-18,Mr. M. LeBlanc,334,0.611,424,2.27019,0.99813,2.06289
2026-03-18#t2135w1,2026-03-18,Mr. M. LeBlanc,353,0.836,432,2.47566,0.31237,2.04797
2026-03-18#t2135w2,2026-03-18,Mr. M. LeBlanc,358,0.718,410,2.1612,1.27439,2.20539
2026-03-18#t2135w3,2026-03-18,Mr. M. LeBlanc,321,0.773,370,2.77443,0.8783,2.00825
2026-03-18#t2135w4,2026-03-18,Mr. M. LeBlanc,352,0.594,452,2.49082,-0.04789,2.08194
2026-03-18#t2135w5,2026-03-18,Mr. M. LeBlanc,313,1.0,402,2.55339,-0.74623,2.06864
2026-03-18#t2135w6,2026-03-18,Mr. M. LeBlanc,310,0.694,387,2.45306,0.24469,2.07979
2026-03-18#t2135w7,2026-03-18,Mr. M. LeBlanc,308,0.643,372,2.83375,-0.33703,1.94975
2026-03-18#t2135w8,2026-03-18,Mr. M. LeBlanc,323,0.796,424,2.772,-1.61843,1.94152
2026-03-18#t2135w9,2026-03-18,Mr. M. LeBlanc,328,0.744,376,2.65795,-1.10882,2.00791
2026-03-18#t2135w10,2026-03-18,Mr. M. LeBlanc,321,1.0,370,2.68495,0.34012,1.97252
2026-03-18#t2135w11,2026-03-18,Mr. M. LeBlanc,341,0.578,438,2.5836,0.6344,1.98874
2026-03-18#t2135w12,2026-03-18,Mr. M. LeBlanc,344,0.852,401,2.36417,1.21921,2.07799
2026-03-18#t2135w13,2026-03-18,Mr. M. LeBlanc,243,0.564,305,2.64399,0.31194,2.04468
2026-03-18#t2135w14,2026-03-18,Mr. M. LeBlanc,298,0.668,372,2.82131,-1.37547,2.02194
2026-03-18#t2135w15,2026-03-18,Mr. M. LeBlanc,271,0.583,322,2.9413,-1.01345,1.95899
2026-03-18#t2135w16,2026-03-18,Mr. M. LeBlanc,346,1.0,472,2.55529,0.47726,2.03895
2026-03-18#t2135w17,2026-03-18,Mr. M. LeBlanc,273,1.0,344,3.10018,-2.04423,1.89952
2026-03-18#t2135w18,2026-03-18,Mr. M. LeBlanc,300,0.813,355,2.54389,1.30669,2.00063
2026-03-18#t2135w19,2026-03-18,Mr. M. LeBlanc,339,0.708,415,2.75066,-0.95617,1.91462
2026-03-18#t2135w20,2026-03-18,Mr. M. LeBlanc,298,0.628,377,2.75452,0.06841,1.90306
2026-03-18#t2135w21,2026-03-18,Mr. M. LeBlanc,277,1.0,347,2.98071,-2.10047,1.98586
2026-03-18#t2135w22,2026-03-18,Mr. M. LeBlanc,209,0.526,252,3.16303,-1.73355,1.9241
2026-03-18#t2135w23,2026-03-18,Mr. M. LeBlanc,346,1.0,427,3.00614,-0.91455,1.8922
2026-03-18#t2135w24,2026-03-18,Mr. M. LeBlanc,336,0.818,393,2.92346,-1.39924,1.96378
2026-03-18#t2135w25,2026-03-18,Mr. M. LeBlanc,301,0.405,369,2.93953,-0.67668,1.88883
2026-03-18#t2135w26,2026-03-18,Mr. M. LeBlanc,355,0.741,422,2.92889,-1.39969,1.92835
2026-03-18#t2135w27,2026-03-18,Mr. M. LeBlanc,326,0.617,402,2.79273,-0.74992,1.92029
2026-03-18#t2135w28,2026-03-18,Mr. M. LeBlanc,278,0.673,328,2.56042,-0.16033,1.93794
2026-03-18#t2135w29,2026-03-18,Mr. M. LeBlanc,272,0.89,321,2.64719,-0.44684,1.97944
2026-03-19#t2136w0,2026-03-19,Mr. M. LeBlanc,54,0.389,85,1.99776,2.02308,2.06401
2026-03-20#t2137w0,2026-03-20,Ms. Vautour,83,0.0,116,2.36354,0.04123,2.01528
2026-03-20#t2140w0,2026-03-20,Ms. Mitton,65,0.0,85,1.87384,1.3564,2.10917
2026-03-20#t2141w0,2026-03-20,Mr. Savoie,85,0.0,105,2.71024,-2.0198,1.99858
2026-03-20#t2143w0,2026-03-20,Hon. Ms. Miles,249,1.0,328,2.29225,0.90955,2.03163
2026-03-20#t2144w0,2026-03-20,Mr. Savoie,120,0.95,150,1.69495,2.29073,2.15831
2026-03-20#t2145w0,2026-03-20,Mr. Johnston,113,0.0,162,2.11954,-0.52811,2.09817
2026-03-20#t2146w0,2026-03-20,Ms. M. Johnson,251,1.0,317,2.13843,0.94256,2.14186
2026-03-20#t2147w0,2026-03-20,Ms. Vautour,203,0.0,272,2.23672,-0.39323,2.1181
2026-03-20#t2148w0,2026-03-20,Mr. Monahan,148,1.0,217,2.5387,-1.1792,1.91836
2026-03-20#t2149w0,2026-03-20,Hon. Mr. Gauvin,124,0.0,167,2.56223,-0.71797,1.96723
2026-03-20#t2150w0,2026-03-20,Ms. Bockus,156,1.0,191,2.49438,-0.55765,2.02867
2026-03-20#t2151w0,2026-03-20,Mr. Coon,156,0.974,224,1.85676,-0.56587,2.08235
2026-03-20#t2152w0,2026-03-20,Ms. Mitton,208,1.0,285,2.2634,-0.17977,2.04169
2026-03-20#t2153w0,2026-03-20,Ms. Scott-Wallace,128,1.0,165,2.81858,-1.01202,1.89442
2026-03-20#t2154w0,2026-03-20,Ms. Mitton,162,1.0,190,3.04064,-2.27413,1.97557
2026-03-20#t2155w0,2026-03-20,Mr. J. LeBlanc,154,0.0,183,2.34234,0.44367,2.09978
2026-03-20#t2156w0,2026-03-20,Mr. Weir,143,1.0,175,2.28403,0.10073,2.15962
2026-03-20#t2157w0,2026-03-20,Ms. Vautour,164,0.0,201,2.47998,0.94106,2.05639
2026-03-20#t2158w0,2026-03-20,Ms. Conroy,153,1.0,199,2.45743,-0.50015,2.09071
2026-03-20#t2159w0,2026-03-20,Mr. Robichaud,127,0.425,168,2.38822,1.0093,2.07638
2026-03-20#t2160w0,2026-03-20,Mr. Austin,138,1.0,179,2.38664,0.86762,2.13556
2026-03-20#t2161w0,2026-03-20,Mr. Johnston,147,1.0,192,2.29143,-0.24183,2.00683
2026-03-20#t2162w0,2026-03-20,Mr. Hogan,142,1.0,165,2.62985,-0.86653,1.99777
2026-03-20#t2163w0,2026-03-20,Mr. Savoie,145,0.945,191,2.50807,1.76127,1.95527
2026-03-20#t2164w0,2026-03-20,Hon. Ms. Holt,166,1.0,204,2.3826,0.17938,2.20244
2026-03-20#t2165w0,2026-03-20,Mr. Savoie,136,1.0,165,2.6972,-0.68671,2.04768
2026-03-20#t2166w0,2026-03-20,Hon. Ms. Holt,179,0.0,206,2.35545,1.09636,2.23666
2026-03-20#t2167w0,2026-03-20,Mr. Savoie,153,0.771,185,2.58252,0.22872,2.01464
2026-03-20#t2168w0,2026-03-20,Hon. Ms. Holt,190,1.0,228,2.50243,-0.66569,2.11854
2026-03-20#t2169w0,2026-03-20,Mr. Savoie,126,1.0,146,2.96065,-0.65418,1.96832
2026-03-20#t2170w0,2026-03-20,Hon. Mr. Finnigan,134,0.0,173,2.66797,-1.02064,1.99658
2026-03-20#t2171w0,2026-03-20,Mr. Savoie,149,1.0,179,2.79848,-1.09652,1.93254
2026-03-20#t2172w0,2026-03-20,Hon. Mr. Finnigan,163,0.975,196,2.62735,-0.11254,2.04036
2026-03-20#t2173w0,2026-03-20,Mr. Savoie,155,1.0,197,2.37889,-0.45766,2.11904
2026-03-20#t2174w0,2026-03-20,Hon. Mr. Finnigan,166,1.0,205,2.68544,1.01134,2.06092
2026-03-20#t2175w0,2026-03-20,Ms. Scott-Wallace,174,1.0,204,3.26027,-1.85123,1.90567
2026-03-20#t2176w0,2026-03-20,Hon. Mr. Finnigan,137,0.985,184,2.75262,0.11799,2.02253
2026-03-20#t2177w0,2026-03-20,Ms. Scott-Wallace,207,1.0,247,2.81961,-0.93905,1.99825
2026-03-20#t2178w0,2026-03-20,Hon. Mr. McKee,142,1.0,172,2.21869,1.48549,2.10239
2026-03-20#t2181w0,2026-03-20,Ms. Scott-Wallace,173,1.0,208,3.153,-1.28225,1.93229
2026-03-20#t2182w0,2026-03-20,Hon. Mr. Gauvin,186,0.0,224,2.85579,0.14777,1.94035
2026-03-20#t2183w0,2026-03-20,Mr. Hogan,137,1.0,179,2.49065,-0.06564,2.02897
2026-03-20#t2184w0,2026-03-20,Hon. Mr. Dornan,115,1.0,151,2.1366,0.26551,2.10279
2026-03-20#t2185w0,2026-03-20,Mr. Hogan,160,1.0,202,3.48191,-2.11687,1.86904
2026-03-20#t2186w0,2026-03-20,Hon. Mr. Dornan,73,1.0,87,2.58008,1.10901,2.00314
2026-03-20#t2187w0,2026-03-20,Mr. Hogan,94,1.0,121,2.76822,-1.17315,1.92261
2026-03-20#t2188w0,2026-03-20,Hon. Mr. Dornan,64,1.0,82,3.0853,-1.11033,1.93906
2026-03-20#t2189w0,2026-03-20,Mr. Lee,165,1.0,198,3.01225,-0.94537,1.9682
2026-03-20#t2190w0,2026-03-20,Hon. C. Johnson,83,1.0,106,2.76514,-0.15083,2.00807
2026-03-20#t2191w0,2026-03-20,Mr. Lee,143,1.0,177,3.13468,-0.96961,1.8806
2026-03-20#t2192w0,2026-03-20,Hon. C. Johnson,132,0.0,158,2.36449,0.40238,2.06159
2026-03-20#t2193w0,2026-03-20,Mr. Lee,166,1.0,204,2.41879,0.90739,2.11465
2026-03-20#t2195w0,2026-03-20,Mr. Monahan,156,1.0,184,2.55754,0.71257,2.12313
2026-03-20#t2196w0,2026-03-20,Hon. Ms. Holt,214,1.0,246,2.73343,0.49797,2.00625
2026-03-20#t2198w0,2026-03-20,Hon. Ms. Thériault,153,0.373,191,2.40091,-0.79581,1.99337
2026-03-20#t2199w0,2026-03-20,Ms. M. Wilson,172,1.0,198,2.31594,2.20262,2.22364
2026-03-20#t2200w0,2026-03-20,Ms. Mitton,155,1.0,178,2.27233,1.61354,2.04218
2026-03-20#t2201w0,2026-03-20,Hon. Ms. Miles,170,0.829,206,2.16747,0.46666,2.09482
2026-03-20#t2202w0,2026-03-20,Ms. M. Johnson,198,0.97,232,2.82768,-0.6503,2.0042
2026-03-20#t2203w0,2026-03-20,Mr. Coon,187,0.979,231,2.35338,0.01295,2.07965
2026-03-20#t2204w0,2026-03-20,Hon. Mr. Gauvin,159,0.0,199,1.93393,0.90152,2.15499
2026-03-20#t2205w0,2026-03-20,Mr. Hogan,107,0.0,136,2.23884,0.0844,2.12288
2026-03-20#t2206w0,2026-03-20,Ms. Mitton,165,0.448,225,2.43392,-1.43276,2.06969
2026-03-20#t2207w0,2026-03-20,Mr. M. LeBlanc,282,0.135,373,2.24013,0.95778,2.15665
2026-03-20#t2207w1,2026-03-20,Mr. M. LeBlanc,339,0.0,418,2.25817,0.05303,2.09949
2026-03-20#t2208w0,2026-03-20,Ms. Scott-Wallace,333,1.0,396,2.53191,0.44873,2.05434
2026-03-20#t2208w1,2026-03-20,Ms. Scott-Wallace,245,1.0,287,2.97207,-1.78193,1.91305
2026-03-20#t2208w2,2026-03-20,Ms. Scott-Wallace,255,1.0,288,2.89945,0.08113,1.98759
2026-03-20#t2208w3,2026-03-20,Ms. Scott-Wallace,357,1.0,423,2.79411,-0.83359,2.01185
2026-03-20#t2208w4,2026-03-20,Ms. Scott-Wallace,163,1.0,196,3.19793,-1.35219,1.91341
2026-03-20#t2209w0,2026-03-20,Mr. Coon,272,1.0,339,2.28494,-0.51811,2.14541
2026-03-20#t2209w1,2026-03-20,Mr. Coon,341,1.0,431,2.44177,-0.1535,1.96364
2026-03-20#t2209w2,2026-03-20,Mr. Coon,350,0.806,465,2.07382,-0.06581,2.11563
2026-03-20#t2209w3,2026-03-20,Mr. Coon,317,0.896,426,2.68782,-0.68465,1.97582
2026-03-20#t2209w4,2026-03-20,Mr. Coon,331,0.849,395,2.4689,0.05635,2.00027
2026-03-20#t2209w5,2026-03-20,Mr. Coon,301,0.917,362,2.26829,1.20625,2.07633
2026-03-20#t2210w0,2026-03-20,Mr. Hogan,339,1.0,432,2.45989,0.84293,2.08035
2026-03-20#t2210w1,2026-03-20,Mr. Hogan,97,1.0,110,3.11299,-1.10921,1.93695
2026-03-20#t2211w0,2026-03-20,Mr. Coon,310,0.987,389,2.40458,-0.09247,2.10409
2026-03-20#t2211w1,2026-03-20,Mr. Coon,332,1.0,419,2.21997,0.50506,2.1236
2026-03-20#t2211w2,2026-03-20,Mr. Coon,217,1.0,274,2.58855,0.95962,2.01487
2026-03-20#t2212w0,2026-03-20,Mr. Coon,122,1.0,159,2.52589,0.74205,2.10668
2026-03-20#t2214w0,2026-03-20,Madam Speaker,313,0.859,394,2.4197,1.65478,2.02503
2026-03-20#t2214w1,2026-03-20,Madam Speaker,316,0.873,399,2.91843,-0.83656,1.9533
2026-03-20#t2214w2,2026-03-20,Madam Speaker,260,0.927,327,2.78037,-0.32207,2.01285
2026-03-20#t2214w3,2026-03-20,Madam Speaker,338,0.861,426,2.38668,0.50323,2.07567
2026-03-20#t2214w4,2026-03-20,Madam Speaker,310,1.0,373,2.78229,0.50767,1.98271
2026-03-20#t2214w5,2026-03-20,Madam Speaker,348,1.0,451,2.79174,-0.88796,1.95376
2026-03-20#t2214w6,2026-03-20,Madam Speaker,336,1.0,434,2.46622,0.55513,1.98976
2026-03-20#t2214w7,2026-03-20,Madam Speaker,316,0.684,375,2.33005,1.31134,2.11353
2026-03-20#t2214w8,2026-03-20,Madam Speaker,322,1.0,395,2.58847,-0.7013,2.02596
2026-03-20#t2214w9,2026-03-20,Madam Speaker,331,0.867,394,2.60855,0.07272,2.03123
2026-03-20#t2214w10,2026-03-20,Madam Speaker,301,0.817,379,2.62276,-1.12403,2.04986
2026-03-20#t2214w11,2026-03-20,Madam Speaker,342,1.0,424,2.70511,-1.39109,2.06116
2026-03-20#t2214w12,2026-03-20,Madam Speaker,304,1.0,367,2.74734,-0.42979,2.00237
2026-03-20#t2214w13,2026-03-20,Madam Speaker,312,1.0,393,2.66073,-0.35131,2.05573
2026-03-20#t2214w14,2026-03-20,Madam Speaker,270,0.985,346,2.41585,0.50029,2.0729
2026-03-20#t2216w0,2026-03-20,Hon. Mr. Dornan,348,0.945,423,2.39432,-1.03905,2.11918
2026-03-20#t2216w1,2026-03-20,Hon. Mr. Dornan,349,0.903,444,2.21452,0.14364,2.15307
2026-03-20#t2216w2,2026-03-20,Hon. Mr. Dornan,289,0.955,336,2.63123,0.6018,2.0534
2026-03-20#t2216w3,2026-03-20,Hon. Mr. Dornan,235,1.0,308,2.70393,0.1423,2.0754
2026-03-20#t2216w4,2026-03-20,Hon. Mr. Dornan,325,0.954,387,2.63242,-0.84562,2.01578
2026-03-20#t2216w5,2026-03-20,Hon. Mr. Dornan,354,0.963,427,2.47136,1.40782,2.06411
2026-03-20#t2216w6,2026-03-20,Hon. Mr. Dornan,302,0.914,383,2.81158,-1.73988,1.97677
2026-03-20#t2216w7,2026-03-20,Hon. Mr. Dornan,291,0.883,349,2.50857,0.46622,2.0005
2026-03-20#t2216w8,2026-03-20,Hon. Mr. Dornan,241,1.0,291,2.89031,0.47639,2.03145
2026-03-20#t2216w9,2026-03-20,Hon. Mr. Dornan,333,1.0,408,2.52744,0.29843,2.03228
2026-03-20#t2216w10,2026-03-20,Hon. Mr. Dornan,345,0.881,419,2.43762,-0.45227,2.09845
2026-03-20#t2217w0,2026-03-20,Mr. Savoie,319,0.746,393,2.38945,-0.49646,2.08037
2026-03-20#t2217w1,2026-03-20,Mr. Savoie,226,1.0,274,2.76653,-0.60886,1.98431
2026-03-20#t2217w2,2026-03-20,Mr. Savoie,232,1.0,278,2.84898,0.59139,1.9728
2026-03-20#t2217w3,2026-03-20,Mr. Savoie,328,1.0,417,2.61958,0.84842,2.02612
2026-03-20#t2217w4,2026-03-20,Mr. Savoie,273,1.0,333,2.96338,-1.16602,1.94665
2026-03-20#t2218w0,2026-03-20,Mr. Doucet,59,0.0,77,2.82317,-0.61248,1.90768
2026-03-20#t2221w0,2026-03-20,Mr. Deputy Speaker,56,0.0,73,2.67386,0.8232,2.0457
2026-03-20#t2222w0,2026-03-20,Mr. Savoie,87,1.0,116,2.93719,-1.13661,1.93809
2026-03-20#t2223w0,2026-03-20,M. Savoie,260,0.988,319,2.85065,0.5311,1.96709
2026-03-20#t2223w1,2026-03-20,M. Savoie,333,1.0,424,2.69322,0.25739,2.01911
2026-03-20#t2223w2,2026-03-20,M. Savoie,230,1.0,310,2.48615,1.25598,2.07856
2026-03-20#t2223w3,2026-03-20,M. Savoie,328,1.0,427,2.72901,0.96797,2.03685
2026-03-20#t2223w4,2026-03-20,M. Savoie,284,1.0,353,2.44829,0.52547,2.092
2026-03-20#t2223w5,2026-03-20,M. Savoie,337,1.0,427,2.59286,0.09147,2.05962
2026-03-20#t2223w6,2026-03-20,M. Savoie,336,1.0,443,3.01443,-1.80601,1.93345
2026-03-20#t2223w7,2026-03-20,M. Savoie,297,1.0,393,2.55476,0.38846,2.15433
2026-03-20#t2223w8,2026-03-20,M. Savoie,302,1.0,385,2.61524,0.4648,2.00188
2026-03-20#t2223w9,2026-03-20,M. Savoie,209,1.0,276,2.63985,1.12613,2.01949
2026-03-20#t2224w0,2026-03-20,Mr. Savoie,348,1.0,452,2.78264,-0.36714,2.0019
2026-03-20#t2224w1,2026-03-20,Mr. Savoie,306,1.0,392,2.83447,-0.43898,2.02458
2026-03-20#t2224w2,2026-03-20,Mr. Savoie,304,1.0,374,2.80275,-1.2537,1.9614
2026-03-20#t2224w3,2026-03-20,Mr. Savoie,348,1.0,429,2.78351,-1.10742,2.03256
2026-03-20#t2224w4,2026-03-20,Mr. Savoie,187,1.0,225,2.5166,0.34199,2.10558
2026-03-20#t2226w0,2026-03-20,Mr. Savoie,116,1.0,152,2.83734,-1.15332,1.96578
2026-03-20#t2228w0,2026-03-20,Hon. Ms. Miles,327,1.0,386,2.23778,0.75948,2.16738
2026-03-20#t2228w1,2026-03-20,Hon. Ms. Miles,339,0.829,388,2.24465,0.87294,2.10776
2026-03-20#t2228w2,2026-03-20,Hon. Ms. Miles,353,1.0,413,2.47108,0.023,2.0772
2026-03-20#t2228w3,2026-03-20,Hon. Ms. Miles,249,0.799,293,2.38373,-0.68827,2.10384
2026-03-20#t2228w4,2026-03-20,Hon. Ms. Miles,352,1.0,424,2.17833,1.27536,2.15001
2026-03-20#t2228w5,2026-03-20,Hon. Ms. Miles,272,0.838,328,2.25263,1.81697,2.12786
2026-03-20#t2229w0,2026-03-20,Hon. Ms. Miles,286,0.731,348,2.30577,0.68626,2.08871
2026-03-20#t2229w1,2026-03-20,Hon. Ms. Miles,154,1.0,184,2.47389,-0.21277,2.04502
2026-03-20#t2230w0,2026-03-20,Hon. Ms. Miles,240,1.0,289,2.28558,0.55849,2.14384
2026-03-20#t2232w0,2026-03-20,Ms. M. Johnson,78,1.0,98,2.89506,-0.19593,1.96676
2026-03-20#t2233w0,2026-03-20,Ms. M. Johnson,185,1.0,223,2.51481,0.42073,2.02198
2026-03-20#t2234w0,2026-03-20,Ms. M. Johnson,281,1.0,360,2.48641,0.97184,2.01247
2026-03-20#t2234w1,2026-03-20,Ms. M. Johnson,350,0.843,442,2.46122,-1.09057,2.01833
2026-03-20#t2234w2,2026-03-20,Ms. M. Johnson,328,1.0,380,2.66514,0.40867,1.96821
2026-03-20#t2234w3,2026-03-20,Ms. M. Johnson,338,1.0,443,2.7637,0.67914,1.97118
2026-03-20#t2234w4,2026-03-20,Ms. M. Johnson,332,0.714,404,2.89937,-1.7897,1.93832
2026-03-20#t2234w5,2026-03-20,Ms. M. Johnson,337,1.0,408,2.83195,-0.68957,1.95386
2026-03-20#t2234w6,2026-03-20,Ms. M. Johnson,284,1.0,354,2.72955,-0.30463,1.9604
2026-03-20#t2234w7,2026-03-20,Ms. M. Johnson,292,0.729,349,2.75455,-0.39514,1.96866
2026-03-20#t2234w8,2026-03-20,Ms. M. Johnson,320,1.0,383,2.24493,0.87727,2.0819
2026-03-20#t2234w9,2026-03-20,Ms. M. Johnson,311,1.0,363,2.74408,-0.13836,1.98728
2026-03-20#t2235w0,2026-03-20,Ms. M. Johnson,319,1.0,387,2.30457,1.49364,2.06365
2026-03-20#t2235w1,2026-03-20,Ms. M. Johnson,327,1.0,387,2.56066,-0.24012,1.98969
2026-03-20#t2235w2,2026-03-20,Ms. M. Johnson,352,0.611,444,2.61014,-0.83924,2.0266
2026-03-20#t2235w3,2026-03-20,Ms. M. Johnson,327,1.0,390,2.4233,-0.80271,2.03209
2026-03-20#t2235w4,2026-03-20,Ms. M. Johnson,315,1.0,375,2.3352,0.06538,2.07034
2026-03-20#t2235w5,2026-03-20,Ms. M. Johnson,154,1.0,183,2.97842,-0.02702,1.96964
2026-03-20#t2236w0,2026-03-20,Ms. Vautour,358,0.061,421,2.59176,0.44684,2.12214
2026-03-20#t2236w1,2026-03-20,Ms. Vautour,314,0.42,371,2.85779,0.79618,2.0112
2026-03-20#t2236w2,2026-03-20,Ms. Vautour,295,0.098,356,2.5229,0.44762,2.03157
2026-03-20#t2236w3,2026-03-20,Ms. Vautour,281,0.0,338,2.43264,0.95937,2.121
2026-03-20#t2236w4,2026-03-20,Ms. Vautour,321,0.495,382,2.44539,1.79728,2.0717
2026-03-20#t2236w5,2026-03-20,Ms. Vautour,352,0.0,436,2.60508,0.57275,1.99749
2026-03-20#t2236w6,2026-03-20,Ms. Vautour,310,0.0,385,2.58025,0.20781,2.05142
2026-03-20#t2236w7,2026-03-20,Ms. Vautour,339,0.0,414,2.79638,0.13302,2.00311
2026-03-20#t2236w8,2026-03-20,Ms. Vautour,145,0.0,175,3.37668,-2.06923,1.96099
2026-03-24#t2238w0,2026-03-24,Hon. Mr. Gauvin,153,1.0,188,2.47745,0.79577,2.04375
