seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr
2026-03-24#t2239w0,2026-03-24,Mr. Austin,151,1.0,197,2.57809,0.74553,1.93295
2026-03-24#t2240w0,2026-03-24,Hon. Mr. McKee,164,1.0,212,2.32252,-0.59238,1.99536
2026-03-24#t2241w0,2026-03-24,Ms. Wilcott,143,1.0,180,2.39745,0.21647,2.04967
2026-03-24#t2242w0,2026-03-24,Mr. Bourque,56,1.0,72,2.85769,0.09643,1.97138
2026-03-24#t2243w0,2026-03-24,Hon. Mr. Gauvin,271,1.0,330,2.26648,0.60785,2.11034
2026-03-24#t2244w0,2026-03-24,Ms. M. Johnson,274,0.993,346,2.17448,1.45821,2.09113
2026-03-24#t2245w0,2026-03-24,Mr. Coon,173,0.977,239,2.18256,0.19564,2.05012
2026-03-24#t2246w0,2026-03-24,Hon. Ms. Miles,241,1.0,305,2.20164,1.27504,2.08364
2026-03-24#t2247w0,2026-03-24,Ms. Conroy,271,1.0,359,2.00892,1.52974,2.14275
2026-03-24#t2248w0,2026-03-24,Mr. Johnston,212,0.981,286,2.43856,-1.40431,2.02473
2026-03-24#t2249w0,2026-03-24,Mr. Monahan,171,1.0,228,2.14581,1.56207,2.13152
2026-03-24#t2250w0,2026-03-24,Hon. C. Johnson,126,0.0,165,2.10252,1.64438,2.02681
2026-03-24#t2251w0,2026-03-24,Mr. Russell,132,1.0,171,2.26819,0.15066,2.07204
2026-03-24#t2252w0,2026-03-24,Ms. Mitton,163,1.0,203,2.5257,-0.94852,2.03498
2026-03-24#t2253w0,2026-03-24,Mr. Russell,146,1.0,173,2.97915,-1.04279,1.92291
2026-03-24#t2254w0,2026-03-24,Ms. Mitton,165,1.0,205,2.86774,-2.69289,1.96919
2026-03-24#t2255w0,2026-03-24,Ms. Sodhi,131,1.0,156,2.91335,-1.39611,1.92482
2026-03-24#t2256w0,2026-03-24,Ms. M. Johnson,205,1.0,249,2.93414,-1.31076,1.99754
2026-03-24#t2257w0,2026-03-24,Ms. Wilcott,157,1.0,198,2.63131,-0.49696,2.01709
2026-03-24#t2258w0,2026-03-24,Mr. Austin,161,1.0,198,2.66246,-0.5993,1.95731
2026-03-24#t2259w0,2026-03-24,Mr. Bourque,148,0.0,181,2.19715,1.16301,2.11119
2026-03-24#t2260w0,2026-03-24,Mr. Cullins,159,0.975,195,2.05556,1.3542,2.13607
2026-03-24#t2261w0,2026-03-24,Mr. Mallet,138,0.0,178,2.57687,-0.58551,2.16689
2026-03-24#t2262w0,2026-03-24,Ms. S. Wilson,149,0.973,197,2.66242,0.70698,1.92536
2026-03-24#t2263w0,2026-03-24,Mr. Savoie,181,0.956,209,2.77153,-0.63517,2.08098
2026-03-24#t2264w0,2026-03-24,Hon. Ms. Holt,199,1.0,245,2.14386,-0.09124,2.15862
2026-03-24#t2265w0,2026-03-24,Mr. Savoie,132,1.0,173,2.56544,0.27996,1.99394
2026-03-24#t2266w0,2026-03-24,Hon. Ms. Holt,157,0.0,203,2.74694,-0.3282,1.96532
2026-03-24#t2267w0,2026-03-24,Mr. Savoie,169,1.0,208,2.39823,0.04947,2.10019
2026-03-24#t2268w0,2026-03-24,Hon. Mr. Finnigan,138,0.971,160,2.81275,0.09331,1.99052
2026-03-24#t2269w0,2026-03-24,Mr. Savoie,112,0.893,132,2.61319,-0.01668,1.99407
2026-03-24#t2270w0,2026-03-24,Hon. Mr. Finnigan,135,0.941,169,2.51832,0.3322,2.11739
2026-03-24#t2271w0,2026-03-24,Mr. Savoie,165,1.0,192,2.99832,-0.81827,1.91868
2026-03-24#t2272w0,2026-03-24,Hon. Mr. Finnigan,117,0.051,145,2.25372,0.68065,2.14442
2026-03-24#t2273w0,2026-03-24,Mr. Savoie,168,1.0,187,2.75694,0.83708,2.05559
2026-03-24#t2274w0,2026-03-24,Hon. Mr. Finnigan,112,0.0,133,3.10631,-0.30123,1.93457
2026-03-24#t2275w0,2026-03-24,Mr. Austin,167,1.0,200,2.24109,0.33132,1.99875
2026-03-24#t2276w0,2026-03-24,Hon. C. Chiasson,166,1.0,200,2.65313,-0.49634,2.12078
2026-03-24#t2277w0,2026-03-24,Mr. Austin,150,1.0,191,2.85246,-0.30664,1.96744
2026-03-24#t2278w0,2026-03-24,Hon. C. Chiasson,159,1.0,201,2.74501,0.25673,2.01253
2026-03-24#t2279w0,2026-03-24,Mr. Austin,232,1.0,288,2.581,-0.25709,2.05258
2026-03-24#t2280w0,2026-03-24,Hon. C. Chiasson,143,1.0,176,2.74485,-0.78909,2.07584
2026-03-24#t2281w0,2026-03-24,Ms. Scott-Wallace,161,1.0,184,2.93841,-0.22959,2.00149
2026-03-24#t2282w0,2026-03-24,Hon. Mr. Finnigan,143,0.559,166,2.68127,-0.92358,1.96009
2026-03-24#t2283w0,2026-03-24,Ms. Scott-Wallace,185,1.0,214,3.55968,-1.96188,1.8829
2026-03-24#t2284w0,2026-03-24,Hon. K. Chiasson,138,1.0,168,3.07235,-0.50139,1.90347
2026-03-24#t2285w0,2026-03-24,Ms. Scott-Wallace,189,1.0,231,2.95152,-0.60744,1.94873
2026-03-24#t2286w0,2026-03-24,Hon. Mr. Hickey,145,1.0,177,2.84589,0.05839,1.96146
2026-03-24#t2288w0,2026-03-24,Mr. Coon,145,1.0,174,2.55538,0.33831,2.11433
2026-03-24#t2289w0,2026-03-24,Hon. Mr. LePage,144,0.0,168,2.48438,0.32743,2.09729
2026-03-24#t2290w0,2026-03-24,Mr. Coon,156,1.0,189,2.89613,-1.71468,1.91587
2026-03-24#t2291w0,2026-03-24,Hon. Mr. LePage,142,0.0,166,2.74094,-0.82666,2.01524
2026-03-24#t2292w0,2026-03-24,Mr. Monahan,134,1.0,163,2.58572,0.25515,1.98776
2026-03-24#t2293w0,2026-03-24,Hon. Mr. Kennedy,186,1.0,236,2.2299,0.69319,2.0824
2026-03-24#t2295w0,2026-03-24,Madam Speaker,258,0.69,315,2.45059,-0.36387,2.01501
2026-03-24#t2295w1,2026-03-24,Madam Speaker,224,0.888,280,2.55561,1.06494,2.00761
2026-03-24#t2296w0,2026-03-24,Ms. Conroy,246,1.0,301,2.6349,-0.94468,2.04037
2026-03-24#t2297w0,2026-03-24,Ms. Mitton,332,1.0,392,2.22763,0.0684,2.1583
2026-03-24#t2298w0,2026-03-24,Hon. Mr. Herron,265,0.811,326,2.46095,-0.51098,2.02942
2026-03-24#t2298w1,2026-03-24,Hon. Mr. Herron,138,0.971,175,2.288,0.38197,2.05412
2026-03-24#t2299w0,2026-03-24,Mr. Austin,265,1.0,312,2.51161,1.13562,2.06466
2026-03-24#t2299w1,2026-03-24,Mr. Austin,248,1.0,302,2.63726,0.43439,2.03532
2026-03-24#t2300w0,2026-03-24,Mr. Coon,334,1.0,416,2.70964,0.02901,2.02191
2026-03-24#t2300w1,2026-03-24,Mr. Coon,54,1.0,62,2.90642,0.97917,1.82379
2026-03-24#t2301w0,2026-03-24,Hon. Mr. Dornan,292,0.877,357,2.59048,-0.92386,2.0508
2026-03-24#t2302w0,2026-03-24,Mr. Hogan,335,1.0,440,2.46985,1.67458,2.07095
2026-03-24#t2303w0,2026-03-24,Mr. Coon,360,0.989,440,2.35488,-0.07111,2.07735
2026-03-24#t2304w0,2026-03-24,Mr. Coon,327,1.0,406,2.53845,-1.03421,1.94714
2026-03-24#t2304w1,2026-03-24,Mr. Coon,252,0.857,333,2.10511,-0.14864,2.05129
2026-03-24#t2305w0,2026-03-24,Mr. M. LeBlanc,329,0.796,419,2.27636,0.43292,2.09371
2026-03-24#t2305w1,2026-03-24,Mr. M. LeBlanc,345,1.0,427,2.3215,-0.98074,2.07626
2026-03-24#t2305w2,2026-03-24,Mr. M. LeBlanc,324,1.0,400,2.14141,2.12261,2.10683
2026-03-24#t2305w3,2026-03-24,Mr. M. LeBlanc,208,0.981,233,2.07085,3.54906,2.24232
2026-03-24#t2306w0,2026-03-24,Mr. Cullins,356,1.0,417,2.11228,0.65912,2.17741
2026-03-24#t2306w1,2026-03-24,Mr. Cullins,154,1.0,187,3.1096,0.50944,1.92252
2026-03-24#t2307w0,2026-03-24,Ms. Mitton,282,0.986,352,2.21842,0.7895,2.12415
2026-03-24#t2307w1,2026-03-24,Ms. Mitton,328,0.637,395,2.32502,0.05445,2.11033
2026-03-24#t2307w2,2026-03-24,Ms. Mitton,246,0.626,289,2.39277,0.47881,2.07181
2026-03-24#t2308w0,2026-03-24,Mr. Weir,352,1.0,440,2.7034,-0.16114,2.035
2026-03-24#t2308w1,2026-03-24,Mr. Weir,266,1.0,325,2.73388,-0.23,2.05713
2026-03-24#t2309w0,2026-03-24,Ms. Mitton,339,0.838,418,2.13769,0.15648,2.11729
2026-03-24#t2309w1,2026-03-24,Ms. Mitton,320,0.728,379,2.08704,2.40404,2.15465
2026-03-24#t2309w2,2026-03-24,Ms. Mitton,321,0.234,366,2.25845,1.41449,2.11557
2026-03-24#t2310w0,2026-03-24,Mr. Weir,303,1.0,379,2.50465,0.14948,2.07172
2026-03-24#t2310w1,2026-03-24,Mr. Weir,328,1.0,391,2.83966,-0.05404,1.99831
2026-03-24#t2310w2,2026-03-24,Mr. Weir,314,0.911,392,2.96017,0.14319,1.96267
2026-03-24#t2310w3,2026-03-24,Mr. Weir,294,0.69,349,2.10035,0.86539,2.09105
2026-03-24#t2310w4,2026-03-24,Mr. Weir,350,0.511,403,2.21919,1.60204,2.14118
2026-03-24#t2311w0,2026-03-24,Mr. Weir,321,1.0,388,2.5253,-0.37864,1.99188
2026-03-24#t2311w1,2026-03-24,Mr. Weir,324,1.0,393,3.06541,-0.18136,1.95154
2026-03-24#t2314w0,2026-03-24,Madam Speaker,323,0.0,376,2.58223,0.93098,2.07155
2026-03-24#t2314w1,2026-03-24,Madam Speaker,292,0.0,358,2.46997,-0.09319,2.07859
2026-03-24#t2314w2,2026-03-24,Madam Speaker,292,0.0,385,2.46151,1.56954,2.05273
2026-03-24#t2314w3,2026-03-24,Madam Speaker,350,0.026,433,2.69082,0.82077,1.99554
2026-03-24#t2314w4,2026-03-24,Madam Speaker,332,0.0,384,2.82902,0.23256,2.01701
2026-03-24#t2314w5,2026-03-24,Madam Speaker,359,0.164,439,2.59447,0.56152,2.08035
2026-03-24#t2314w6,2026-03-24,Madam Speaker,278,0.0,346,2.58306,1.56579,2.03745
2026-03-24#t2314w7,2026-03-24,Madam Speaker,327,0.0,395,2.65856,-0.19037,1.95305
2026-03-24#t2314w8,2026-03-24,Madam Speaker,91,0.0,116,2.37776,0.4076,2.1611
2026-03-24#t2317w0,2026-03-24,Mr. Austin,283,1.0,359,2.30261,1.02267,2.22012
2026-03-24#t2317w1,2026-03-24,Mr. Austin,100,1.0,120,2.51874,-0.16914,2.06593
2026-03-24#t2318w0,2026-03-24,Mr. Austin,272,1.0,358,2.38748,1.1339,2.03823
2026-03-24#t2318w1,2026-03-24,Mr. Austin,356,1.0,450,2.34458,1.40059,2.05935
2026-03-24#t2318w2,2026-03-24,Mr. Austin,292,1.0,380,2.63901,-1.05206,2.02508
2026-03-24#t2318w3,2026-03-24,Mr. Austin,291,1.0,363,2.58754,0.26597,2.05527
2026-03-24#t2318w4,2026-03-24,Mr. Austin,281,1.0,340,2.55714,-0.24519,2.07072
2026-03-24#t2318w5,2026-03-24,Mr. Austin,274,1.0,335,2.74884,-0.76225,2.04283
2026-03-24#t2318w6,2026-03-24,Mr. Austin,273,1.0,360,2.32947,1.68615,2.12088
2026-03-24#t2318w7,2026-03-24,Mr. Austin,307,1.0,397,2.21156,0.67178,2.07941
2026-03-24#t2318w8,2026-03-24,Mr. Austin,249,1.0,350,2.16108,0.67584,2.16534
2026-03-24#t2318w9,2026-03-24,Mr. Austin,216,1.0,265,2.59381,-0.98138,2.10605
2026-03-24#t2318w10,2026-03-24,Mr. Austin,181,1.0,251,2.37367,0.36895,2.14871
2026-03-24#t2319w0,2026-03-24,Mr. Austin,353,1.0,460,2.27473,1.3762,2.10178
2026-03-24#t2319w1,2026-03-24,Mr. Austin,271,1.0,354,2.26399,0.87046,2.16033
2026-03-24#t2319w2,2026-03-24,Mr. Austin,178,1.0,238,2.6671,-0.70948,2.02846
2026-03-24#t2320w0,2026-03-24,Mr. Austin,293,1.0,398,2.40531,1.21576,2.18701
2026-03-24#t2320w1,2026-03-24,Mr. Austin,215,1.0,257,2.73454,-0.108,2.01105
2026-03-24#t2321w0,2026-03-24,Mr. Austin,350,1.0,440,2.30346,2.05811,2.09567
2026-03-24#t2321w1,2026-03-24,Mr. Austin,341,1.0,425,2.60332,-0.32198,2.04246
2026-03-24#t2321w2,2026-03-24,Mr. Austin,321,1.0,394,2.22321,1.89222,2.26837
2026-03-24#t2321w3,2026-03-24,Mr. Austin,90,1.0,121,2.3421,0.886,2.13804
2026-03-24#t2322w0,2026-03-24,Ms. Mitton,242,1.0,304,2.22157,2.11019,2.18585
2026-03-24#t2322w1,2026-03-24,Ms. Mitton,292,1.0,351,2.43781,0.85919,2.18394
2026-03-24#t2322w2,2026-03-24,Ms. Mitton,296,1.0,351,2.39584,0.5328,2.08859
2026-03-24#t2322w3,2026-03-24,Ms. Mitton,338,0.604,422,2.42869,1.16092,2.15064
2026-03-24#t2322w4,2026-03-24,Ms. Mitton,247,1.0,294,2.40315,2.57706,2.11998
2026-03-24#t2322w5,2026-03-24,Ms. Mitton,313,0.709,368,2.71304,0.99028,1.98452
2026-03-24#t2322w6,2026-03-24,Ms. Mitton,338,1.0,407,2.52604,1.17902,2.03322
2026-03-24#t2322w7,2026-03-24,Ms. Mitton,311,1.0,372,2.57878,1.13606,2.0577
2026-03-24#t2322w8,2026-03-24,Ms. Mitton,317,1.0,384,2.69775,0.18247,2.03619
2026-03-24#t2322w9,2026-03-24,Ms. Mitton,338,0.84,399,2.49534,0.37057,2.09863
2026-03-24#t2322w10,2026-03-24,Ms. Mitton,286,0.846,340,2.74057,-0.08272,1.99765
2026-03-24#t2322w11,2026-03-24,Ms. Mitton,318,1.0,379,2.50434,-0.14542,2.04323
2026-03-24#t2322w12,2026-03-24,Ms. Mitton,329,1.0,398,2.45571,1.57543,2.11178
2026-03-24#t2322w13,2026-03-24,Ms. Mitton,347,0.896,402,2.32873,1.17039,2.13254
2026-03-24#t2323w0,2026-03-24,Ms. Wilcott,275,1.0,333,2.21314,1.44336,2.12839
2026-03-24#t2323w1,2026-03-24,Ms. Wilcott,350,1.0,431,2.69937,-0.26471,1.9659
2026-03-24#t2323w2,2026-03-24,Ms. Wilcott,298,1.0,394,2.87239,-0.28378,1.88574
2026-03-24#t2323w3,2026-03-24,Ms. Wilcott,330,1.0,413,2.48813,0.64616,2.06714
2026-03-24#t2323w4,2026-03-24,Ms. Wilcott,351,1.0,405,2.59036,-0.17204,2.13273
2026-03-24#t2323w5,2026-03-24,Ms. Wilcott,267,1.0,307,2.38482,0.27348,2.1417
2026-03-24#t2323w6,2026-03-24,Ms. Wilcott,342,1.0,437,2.64492,-1.01544,2.01437
2026-03-24#t2323w7,2026-03-24,Ms. Wilcott,166,1.0,213,2.56462,-1.20756,2.03997
2026-03-24#t2323w8,2026-03-24,Ms. Wilcott,286,1.0,352,2.60684,-0.1065,2.0414
2026-03-24#t2323w9,2026-03-24,Ms. Wilcott,261,1.0,306,3.00397,-1.1317,1.94335
2026-03-24#t2324w0,2026-03-24,Ms. Wilcott,303,1.0,373,2.59528,-0.15116,2.03648
2026-03-24#t2324w1,2026-03-24,Ms. Wilcott,294,1.0,388,2.54378,0.38455,2.08002
2026-03-24#t2324w2,2026-03-24,Ms. Wilcott,198,0.657,245,2.74063,-0.24366,1.93509
2026-03-24#t2325w0,2026-03-24,Ms. S. Wilson,281,1.0,353,2.3346,-0.02384,2.1165
2026-03-24#t2325w1,2026-03-24,Ms. S. Wilson,326,1.0,391,2.76199,-0.21691,1.98591
2026-03-24#t2325w2,2026-03-24,Ms. S. Wilson,310,1.0,370,2.75043,-0.14591,1.97383
2026-03-24#t2325w3,2026-03-24,Ms. S. Wilson,333,1.0,407,2.79272,-0.50155,1.97941
2026-03-24#t2325w4,2026-03-24,Ms. S. Wilson,347,1.0,425,2.55955,1.56864,2.10063
2026-03-24#t2325w5,2026-03-24,Ms. S. Wilson,283,1.0,329,2.88363,-1.34809,2.01337
2026-03-24#t2326w0,2026-03-24,Ms. S. Wilson,88,1.0,102,3.20429,-0.39665,1.97854
2026-03-24#t2327w0,2026-03-24,,350,1.0,413,2.60602,0.90723,2.04128
2026-03-24#t2327w1,2026-03-24,,333,1.0,397,2.82662,1.0929,1.99313
2026-03-24#t2327w2,2026-03-24,,335,1.0,423,2.71473,-0.83265,2.01378
2026-03-24#t2327w3,2026-03-24,,61,1.0,76,3.41213,-0.24364,1.86267
2026-03-24#t2328w0,2026-03-24,Mr. M. LeBlanc,166,1.0,197,2.29482,0.37139,2.23934
2026-03-24#t2329w0,2026-03-24,Mr. M. LeBlanc,68,1.0,78,3.53604,-0.51432,1.92333
2026-03-24#t2330w0,2026-03-24,Mr. M. LeBlanc,98,1.0,112,2.52735,0.31409,1.89622
2026-03-24#t2332w0,2026-03-24,Mr. M. LeBlanc,293,1.0,379,2.41923,-1.10364,2.15115
2026-03-24#t2332w1,2026-03-24,Mr. M. LeBlanc,143,1.0,171,3.44392,-1.96368,1.89205
2026-03-24#t2333w0,2026-03-24,Mr. M. LeBlanc,81,1.0,101,2.89208,-0.87227,1.93122
2026-03-25#t2335w0,2026-03-25,Hon. Mr. D’Amours,161,0.584,188,2.97009,-1.66195,1.89904
2026-03-25#t2337w0,2026-03-25,Mr. Doucet,211,0.0,283,2.25421,-1.1745,1.99466
2026-03-25#t2338w0,2026-03-25,Ms. M. Johnson,214,1.0,257,2.19218,0.8257,2.07173
2026-03-25#t2339w0,2026-03-25,Mr. Coon,162,1.0,219,2.31958,-1.17551,2.02059
2026-03-25#t2340w0,2026-03-25,Ms. Scott-Wallace,176,1.0,242,2.31616,-0.08424,2.01898
2026-03-25#t2341w0,2026-03-25,Hon. Ms. Boudreau,124,0.194,165,2.54983,-0.90096,2.00884
2026-03-25#t2342w0,2026-03-25,Mr. Russell,129,1.0,155,2.21458,0.34458,2.12248
2026-03-25#t2343w0,2026-03-25,Ms. Mitton,132,1.0,183,2.26305,0.36991,2.01097
2026-03-25#t2344w0,2026-03-25,Ms. Wilcott,158,1.0,204,2.61759,-0.12642,2.03328
2026-03-25#t2345w0,2026-03-25,Mr. Hogan,120,0.967,155,2.08275,0.67532,2.12008
2026-03-25#t2346w0,2026-03-25,Mr. Mallet,288,0.747,354,2.12275,0.32766,2.08078
2026-03-25#t2347w0,2026-03-25,Mr. Ames,175,1.0,213,2.88107,-1.20031,1.98055
2026-03-25#t2348w0,2026-03-25,Mr. Coon,186,1.0,233,2.82928,1.14343,1.98666
2026-03-25#t2349w0,2026-03-25,Mr. Doucet,165,1.0,201,2.29647,0.24078,2.09936
2026-03-25#t2350w0,2026-03-25,Ms. M. Wilson,150,1.0,196,1.8321,1.86573,2.26532
2026-03-25#t2351w0,2026-03-25,Mr. J. LeBlanc,137,0.54,171,2.5649,0.44058,2.02203
2026-03-25#t2352w0,2026-03-25,Mr. Lee,186,1.0,267,3.10877,-0.33353,1.83637
2026-03-25#t2353w0,2026-03-25,Ms. Vautour,148,0.439,189,2.43941,0.0903,2.13028
2026-03-25#t2354w0,2026-03-25,Ms. Bockus,140,1.0,171,2.1538,-0.44301,2.06473
2026-03-25#t2355w0,2026-03-25,Mr. Robichaud,159,0.528,194,2.21554,0.44559,2.08221
2026-03-25#t2356w0,2026-03-25,Mr. Monahan,138,1.0,178,2.21215,0.9008,2.07034
2026-03-25#t2357w0,2026-03-25,Mr. Savoie,169,0.953,215,2.51409,-1.05545,2.11645
2026-03-25#t2358w0,2026-03-25,Hon. Ms. Holt,150,1.0,168,2.8368,-1.78024,2.04736
2026-03-25#t2359w0,2026-03-25,Mr. Savoie,157,1.0,188,2.99264,0.50612,2.03098
2026-03-25#t2360w0,2026-03-25,Hon. Ms. Holt,149,0.0,178,2.62484,1.6407,2.0294
2026-03-25#t2361w0,2026-03-25,Mr. Savoie,161,0.963,198,2.67232,-0.00528,2.0143
2026-03-25#t2362w0,2026-03-25,Hon. Ms. Holt,169,0.444,199,2.4335,1.74089,2.07686
2026-03-25#t2363w0,2026-03-25,Mr. Hogan,128,1.0,157,2.75124,-0.27046,2.02327
2026-03-25#t2364w0,2026-03-25,Hon. Mr. Dornan,114,1.0,135,2.88474,0.31799,2.05738
2026-03-25#t2365w0,2026-03-25,Mr. Hogan,131,1.0,156,2.46174,0.95968,1.98489
2026-03-25#t2366w0,2026-03-25,Hon. Mr. Dornan,103,1.0,130,2.74785,-0.05655,2.0064
2026-03-25#t2367w0,2026-03-25,Mr. Hogan,154,1.0,192,2.6975,-1.0921,1.94745
2026-03-25#t2368w0,2026-03-25,Hon. Mr. Dornan,104,1.0,137,2.60366,1.40393,2.10647
2026-03-25#t2369w0,2026-03-25,Ms. M. Johnson,169,1.0,227,2.0829,2.24209,2.189
2026-03-25#t2370w0,2026-03-25,Hon. Ms. Boudreau,110,0.0,127,2.65212,0.26987,2.05041
2026-03-25#t2371w0,2026-03-25,Ms. M. Johnson,125,0.952,161,2.28479,1.1125,2.09663
2026-03-25#t2372w0,2026-03-25,Hon. Ms. Boudreau,117,0.0,133,2.51494,-0.52776,2.1695
2026-03-25#t2373w0,2026-03-25,Ms. M. Johnson,136,1.0,188,2.54064,0.48752,2.1167
2026-03-25#t2374w0,2026-03-25,Hon. Ms. Boudreau,157,0.0,180,2.71041,0.81332,2.01646
2026-03-25#t2375w0,2026-03-25,Ms. Mitton,150,1.0,174,2.88386,-1.75366,1.91762
2026-03-25#t2376w0,2026-03-25,Hon. Mr. Legacy,143,1.0,173,2.60593,-0.46819,2.06357
2026-03-25#t2378w0,2026-03-25,Ms. Mitton,158,1.0,190,3.0041,-0.31302,1.95503
2026-03-25#t2379w0,2026-03-25,Hon. Mr. Randall,148,1.0,181,2.82505,-3.02433,1.98107
2026-03-25#t2380w0,2026-03-25,Ms. Mitton,111,0.099,128,3.20344,-1.29453,1.97718
2026-03-25#t2381w0,2026-03-25,Hon. Mr. Legacy,108,0.0,125,2.87316,-0.72385,1.98701
2026-03-25#t2382w0,2026-03-25,Ms. M. Wilson,175,1.0,209,2.90224,-3.37812,1.88201
2026-03-25#t2383w0,2026-03-25,Hon. Ms. Thériault,140,0.0,173,2.68195,-0.168,2.0242
2026-03-25#t2384w0,2026-03-25,Ms. M. Wilson,171,1.0,218,2.84927,-0.62827,1.97684
2026-03-25#t2385w0,2026-03-25,Hon. Ms. Thériault,133,0.0,157,2.92128,-1.11157,1.92037
2026-03-25#t2386w0,2026-03-25,Ms. M. Wilson,72,1.0,97,2.8115,-0.09159,1.97373
2026-03-25#t2387w0,2026-03-25,Hon. Ms. Thériault,162,0.0,195,2.60093,-0.06109,2.00577
2026-03-25#t2388w0,2026-03-25,Mr. Savoie,151,0.96,182,2.91451,-1.23465,1.98441
2026-03-25#t2389w0,2026-03-25,Hon. Ms. Holt,193,1.0,232,2.89039,-0.98054,2.0178
2026-03-25#t2391w0,2026-03-25,Hon. Mr. D’Amours,270,0.304,322,2.37589,1.4286,2.10289
2026-03-25#t2392w0,2026-03-25,Ms. M. Wilson,260,1.0,326,2.48143,0.94568,2.065
2026-03-25#t2393w0,2026-03-25,Mr. Coon,216,0.931,260,2.32956,-0.80699,2.09938
2026-03-25#t2394w0,2026-03-25,Hon. Ms. Boudreau,181,0.0,224,2.28288,0.91148,2.05485
2026-03-25#t2395w0,2026-03-25,Ms. M. Johnson,238,0.975,290,2.60953,-1.04574,1.99635
2026-03-25#t2396w0,2026-03-25,Ms. Mitton,209,0.981,254,2.18038,0.2458,2.1234
2026-03-25#t2397w0,2026-03-25,Hon. Mr. Kennedy,270,0.667,340,2.00296,0.8638,2.13723
2026-03-25#t2398w0,2026-03-25,Mr. Russell,240,1.0,289,2.24474,0.21351,2.08378
2026-03-25#t2399w0,2026-03-25,Mr. Coon,221,0.982,282,2.42544,1.43032,2.0721
2026-03-25#t2400w0,2026-03-25,Ms. S. Wilson,98,1.0,122,2.59889,0.05185,2.03674
2026-03-25#t2401w0,2026-03-25,Ms. S. Wilson read the following,53,1.0,71,3.56731,-0.46647,1.70317
2026-03-25#t2402w0,2026-03-25,Mr. Savoie,205,0.859,245,2.69527,-0.1745,2.01596
2026-03-25#t2403w0,2026-03-25,Hon. Mr. D’Amours,116,0.284,135,2.54371,-0.12736,1.97974
2026-03-25#t2405w0,2026-03-25,Ms. Mitton,87,0.713,115,1.86202,1.12189,2.20075
2026-03-25#t2406w0,2026-03-25,Mr. M. LeBlanc,318,0.774,382,2.54204,0.33122,2.15298
2026-03-25#t2406w1,2026-03-25,Mr. M. LeBlanc,139,1.0,179,2.55585,0.20474,1.95331
2026-03-25#t2407w0,2026-03-25,Madam Speaker,315,0.603,381,2.00312,1.92357,2.19895
2026-03-25#t2407w1,2026-03-25,Madam Speaker,179,0.497,208,2.32507,0.52395,2.12577
2026-03-25#t2408w0,2026-03-25,Mr. Weir,312,1.0,373,2.37666,0.59145,2.10759
2026-03-25#t2408w1,2026-03-25,Mr. Weir,147,1.0,190,2.63435,0.81305,1.9801
2026-03-25#t2409w0,2026-03-25,Mr. Coon,109,0.963,138,2.63462,-1.50415,2.09159
2026-03-25#t2410w0,2026-03-25,Madam Speaker,356,0.469,432,2.23269,0.55261,2.14477
2026-03-25#t2411w0,2026-03-25,Mr. Weir,345,1.0,411,2.35884,0.33548,2.10278
2026-03-25#t2412w0,2026-03-25,Mr. Coon,359,1.0,421,2.44932,-0.78911,2.06801
2026-03-25#t2412w1,2026-03-25,Mr. Coon,186,0.355,228,2.01984,1.17908,2.03822
2026-03-25#t2413w0,2026-03-25,Mr. Weir,315,1.0,400,2.57887,0.11703,2.07908
2026-03-25#t2414w0,2026-03-25,Mr. Coon,96,0.688,123,2.21091,-0.36283,2.10345
2026-03-25#t2417w0,2026-03-25,Madam Speaker,360,0.156,473,3.20029,-0.32438,1.94166
2026-03-25#t2417w1,2026-03-25,Madam Speaker,351,0.0,448,2.35762,0.43335,2.09139
2026-03-25#t2417w2,2026-03-25,Madam Speaker,278,0.0,343,2.48156,0.55934,2.0587
2026-03-25#t2417w3,2026-03-25,Madam Speaker,348,0.0,429,2.57405,0.86969,2.0083
2026-03-25#t2417w4,2026-03-25,Madam Speaker,320,0.0,416,2.54895,0.81875,2.06404
2026-03-25#t2417w5,2026-03-25,Madam Speaker,352,0.0,446,2.38961,1.22154,2.06101
2026-03-25#t2417w6,2026-03-25,Madam Speaker,333,1.0,413,2.511,-0.418,2.05159
2026-03-25#t2417w7,2026-03-25,Madam Speaker,230,1.0,314,2.38536,0.68615,2.18537
2026-03-25#t2418w0,2026-03-25,Mr. M. LeBlanc,291,1.0,361,2.51929,0.67165,2.09335
2026-03-25#t2418w1,2026-03-25,Mr. M. LeBlanc,302,1.0,374,2.63721,1.2853,2.00165
2026-03-25#t2418w2,2026-03-25,Mr. M. LeBlanc,280,0.732,345,2.6482,-0.6976,2.02915
2026-03-25#t2418w3,2026-03-25,Mr. M. LeBlanc,256,0.469,317,2.62543,-0.23529,1.95924
2026-03-25#t2418w4,2026-03-25,Mr. M. LeBlanc,289,0.0,395,2.55605,0.07425,2.01358
2026-03-25#t2418w5,2026-03-25,Mr. M. LeBlanc,329,0.0,407,2.4435,-0.21824,2.05302
2026-03-25#t2418w6,2026-03-25,Mr. M. LeBlanc,345,0.0,433,2.43785,1.32142,2.09236
2026-03-25#t2418w7,2026-03-25,Mr. M. LeBlanc,50,0.0,73,2.18075,0.59647,1.93388
2026-03-25#t2419w0,2026-03-25,Ms. Scott-Wallace,260,1.0,330,2.493,1.00979,2.13342
